Genetoxic Stress Proteins		
This table was generated by retriving a list of DNA Damage/Repair and Cell Cyle proteins found in both the UniProt and ProteinAtlas datasets to ensure high-confidence data		
		
Protein names	Gene Names	Gene Ontology (biological process)
RAD50-interacting protein 1 (RAD50 interactor 1) (HsRINT-1) (RINT-1)	RINT1	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; mitotic G2 DNA damage checkpoint signaling [GO:0007095]; protein transport [GO:0015031]; regulation of ER to Golgi vesicle-mediated transport [GO:0060628]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]
RecQ-mediated genome instability protein 1 (BLM-associated protein of 75 kDa) (BLAP75) (FAAP75)	RMI1 C9orf76	DNA replication [GO:0006260]; double-strand break repair via homologous recombination [GO:0000724]; glucose homeostasis [GO:0042593]; multicellular organism growth [GO:0035264]; reduction of food intake in response to dietary excess [GO:0002023]; resolution of DNA recombination intermediates [GO:0071139]; resolution of meiotic recombination intermediates [GO:0000712]; response to glucose [GO:0009749]
RecQ-mediated genome instability protein 2 (hRMI2) (BLM-associated protein of 18 kDa) (BLAP18)	RMI2 C16orf75	DNA repair [GO:0006281]; DNA replication [GO:0006260]; double-strand break repair via homologous recombination [GO:0000724]; maintenance of rDNA [GO:0043007]; negative regulation of double-strand break repair via homologous recombination [GO:2000042]; regulation of sister chromatid segregation [GO:0033045]; resolution of DNA recombination intermediates [GO:0071139]
Ribonuclease H2 subunit B (RNase H2 subunit B) (Aicardi-Goutieres syndrome 2 protein) (AGS2) (Deleted in lymphocytic leukemia 8) (Ribonuclease HI subunit B)	RNASEH2B DLEU8	fibroblast proliferation [GO:0048144]; gene expression [GO:0010467]; in utero embryonic development [GO:0001701]; mismatch repair [GO:0006298]; negative regulation of gene expression [GO:0010629]; positive regulation of fibroblast proliferation [GO:0048146]; regulation of DNA damage checkpoint [GO:2000001]; regulation of G2/M transition of mitotic cell cycle [GO:0010389]; ribonucleotide metabolic process [GO:0009259]; RNA catabolic process [GO:0006401]
E3 ubiquitin-protein ligase Arkadia (EC 2.3.2.27) (RING finger protein 111) (hRNF111) (RING-type E3 ubiquitin transferase Arkadia)	RNF111	global genome nucleotide-excision repair [GO:0070911]; pattern specification process [GO:0007389]; positive regulation of protein ubiquitination [GO:0031398]; positive regulation of transforming growth factor beta receptor signaling pathway [GO:0030511]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]
E3 ubiquitin-protein ligase RNF113A (EC 2.3.2.27) (Cwc24 homolog) (RING finger protein 113A) (Zinc finger protein 183)	RNF113A RNF113 ZNF183	DNA repair [GO:0006281]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of chemokine-mediated signaling pathway [GO:0070100]; protein ubiquitination [GO:0016567]; snoRNA splicing [GO:0034247]
E3 ubiquitin-protein ligase RNF138 (EC 2.3.2.27) (Nemo-like kinase-associated RING finger protein) (NLK-associated RING finger protein) (hNARF) (RING finger protein 138) (RING-type E3 ubiquitin transferase RNF138)	RNF138 NARF HSD-4 HSD4	cellular response to leukemia inhibitory factor [GO:1990830]; DNA double-strand break processing involved in repair via single-strand annealing [GO:0010792]; double-strand break repair via homologous recombination [GO:0000724]; protein ubiquitination [GO:0016567]; Wnt signaling pathway [GO:0016055]
E3 ubiquitin-protein ligase RNF144A (EC 2.3.2.31) (RING finger protein 144A) (UbcM4-interacting protein 4) (Ubiquitin-conjugating enzyme 7-interacting protein 4)	RNF144A KIAA0161 RNF144 UBCE7IP4	pattern recognition receptor signaling pathway [GO:0002221]; protein K6-linked ubiquitination [GO:0085020]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]
E3 ubiquitin-protein ligase RNF168 (hRNF168) (EC 2.3.2.27) (RING finger protein 168) (RING-type E3 ubiquitin transferase RNF168)	RNF168	DNA damage response [GO:0006974]; DNA repair-dependent chromatin remodeling [GO:0140861]; double-strand break repair [GO:0006302]; double-strand break repair via classical nonhomologous end joining [GO:0097680]; double-strand break repair via nonhomologous end joining [GO:0006303]; epigenetic regulation of gene expression [GO:0040029]; interstrand cross-link repair [GO:0036297]; isotype switching [GO:0045190]; negative regulation of transcription elongation by RNA polymerase II [GO:0034244]; positive regulation of DNA repair [GO:0045739]; protein K63-linked ubiquitination [GO:0070534]; protein ubiquitination [GO:0016567]; response to ionizing radiation [GO:0010212]; ubiquitin-dependent protein catabolic process [GO:0006511]
E3 ubiquitin-protein ligase RNF169 (EC 2.3.2.27) (RING finger protein 169) (RING-type E3 ubiquitin transferase RNF169)	RNF169 KIAA1991	DNA damage response [GO:0006974]; double-strand break repair [GO:0006302]; double-strand break repair via homologous recombination [GO:0000724]; negative regulation of double-strand break repair [GO:2000780]; protein ubiquitination [GO:0016567]
E3 ubiquitin-protein ligase RING2 (EC 2.3.2.27) (Huntingtin-interacting protein 2-interacting protein 3) (HIP2-interacting protein 3) (Protein DinG) (RING finger protein 1B) (RING1b) (RING finger protein 2) (RING finger protein BAP-1) (RING-type E3 ubiquitin transferase RING2)	RNF2 BAP1 DING HIPI3 RING1B	anterior/posterior axis specification [GO:0009948]; chromatin remodeling [GO:0006338]; epigenetic regulation of gene expression [GO:0040029]; gastrulation with mouth forming second [GO:0001702]; gene expression [GO:0010467]; germ cell development [GO:0007281]; mitotic cell cycle [GO:0000278]; negative regulation of DNA-binding transcription factor activity [GO:0043433]; negative regulation of transcription by RNA polymerase II [GO:0000122]; protein ubiquitination [GO:0016567]
E3 ubiquitin-protein ligase RNF8 (hRNF8) (EC 2.3.2.27) (RING finger protein 8) (RING-type E3 ubiquitin transferase RNF8)	RNF8 KIAA0646	cell division [GO:0051301]; DNA damage response [GO:0006974]; DNA repair-dependent chromatin remodeling [GO:0140861]; double-strand break repair [GO:0006302]; double-strand break repair via nonhomologous end joining [GO:0006303]; epigenetic regulation of gene expression [GO:0040029]; interstrand cross-link repair [GO:0036297]; isotype switching [GO:0045190]; negative regulation of transcription elongation by RNA polymerase II [GO:0034244]; positive regulation of DNA repair [GO:0045739]; positive regulation of double-strand break repair via homologous recombination [GO:1905168]; protein autoubiquitination [GO:0051865]; protein K48-linked ubiquitination [GO:0070936]; protein K6-linked ubiquitination [GO:0085020]; protein K63-linked ubiquitination [GO:0070534]; response to ionizing radiation [GO:0010212]; signal transduction in response to DNA damage [GO:0042770]; sperm DNA condensation [GO:0035092]; ubiquitin-dependent protein catabolic process [GO:0006511]
Replication protein A 70 kDa DNA-binding subunit (RP-A p70) (Replication factor A protein 1) (RF-A protein 1) (Single-stranded DNA-binding protein) [Cleaved into: Replication protein A 70 kDa DNA-binding subunit, N-terminally processed]	RPA1 REPA1 RPA70	base-excision repair [GO:0006284]; DNA damage response [GO:0006974]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; DNA-templated DNA replication [GO:0006261]; double-strand break repair via homologous recombination [GO:0000724]; hemopoiesis [GO:0030097]; homeostasis of number of cells within a tissue [GO:0048873]; in utero embryonic development [GO:0001701]; meiotic cell cycle [GO:0051321]; mismatch repair [GO:0006298]; nucleotide-excision repair [GO:0006289]; positive regulation of cell population proliferation [GO:0008284]; protein localization to chromosome [GO:0034502]; protein localization to site of double-strand break [GO:1990166]; telomere maintenance [GO:0000723]; telomere maintenance via telomerase [GO:0007004]
Replication protein A 14 kDa subunit (RP-A p14) (Replication factor A protein 3) (RF-A protein 3)	RPA3 REPA3 RPA14	base-excision repair [GO:0006284]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; double-strand break repair via homologous recombination [GO:0000724]; mismatch repair [GO:0006298]; nucleotide-excision repair [GO:0006289]; regulation of cell population proliferation [GO:0042127]; regulation of mitotic cell cycle [GO:0007346]; telomere maintenance [GO:0000723]
Replication protein A 30 kDa subunit (RP-A p30) (Replication factor A protein 4) (RF-A protein 4)	RPA4	DNA damage checkpoint signaling [GO:0000077]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; DNA replication initiation [GO:0006270]; double-strand break repair via homologous recombination [GO:0000724]; nucleotide-excision repair [GO:0006289]
Large ribosomal subunit protein uL24 (60S ribosomal protein L26)	RPL26	cellular response to gamma radiation [GO:0071480]; cellular response to UV [GO:0034644]; cytoplasmic translation [GO:0002181]; DNA damage response, signal transduction by p53 class mediator [GO:0030330]; positive regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043517]; positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:1902167]; positive regulation of translation [GO:0045727]; regulation of translation involved in cellular response to UV [GO:1904803]; ribosomal large subunit biogenesis [GO:0042273]; rRNA processing [GO:0006364]; translation [GO:0006412]
Small ribosomal subunit protein uS3 (40S ribosomal protein S3) (EC 4.2.99.18)	RPS3 OK/SW-cl.26	apoptotic process [GO:0006915]; base-excision repair [GO:0006284]; cell division [GO:0051301]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to reactive oxygen species [GO:0034614]; chromosome segregation [GO:0007059]; cytoplasmic translation [GO:0002181]; cytoplasmic translational initiation [GO:0002183]; DNA damage response [GO:0006974]; DNA repair [GO:0006281]; negative regulation of DNA repair [GO:0045738]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of translation [GO:0017148]; positive regulation of apoptotic signaling pathway [GO:2001235]; positive regulation of base-excision repair [GO:1905053]; positive regulation of DNA repair [GO:0045739]; positive regulation of DNA-templated transcription initiation [GO:2000144]; positive regulation of gene expression [GO:0010628]; positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage [GO:1902231]; positive regulation of microtubule polymerization [GO:0031116]; positive regulation of non-canonical NF-kappaB signal transduction [GO:1901224]; regulation of apoptotic process [GO:0042981]; response to TNF agonist [GO:0061481]; spindle assembly [GO:0051225]
Ribosomal protein S6 kinase alpha-6 (S6K-alpha-6) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 6) (p90-RSK 6) (p90RSK6) (Ribosomal S6 kinase 4) (RSK-4) (pp90RSK4)	RPS6KA6 RSK4	central nervous system development [GO:0007417]; DNA damage response, signal transduction by p53 class mediator [GO:0030330]; negative regulation of embryonic development [GO:0045992]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of mesoderm development [GO:2000381]; signal transduction [GO:0007165]; TORC1 signaling [GO:0038202]
Regulatory-associated protein of mTOR (Raptor) (p150 target of rapamycin (TOR)-scaffold protein)	RPTOR KIAA1303 RAPTOR	cellular response to amino acid stimulus [GO:0071230]; cellular response to glucose stimulus [GO:0071333]; cellular response to hypoxia [GO:0071456]; cellular response to L-leucine [GO:0071233]; cellular response to nutrient levels [GO:0031669]; cellular response to osmotic stress [GO:0071470]; cellular response to starvation [GO:0009267]; DNA damage response [GO:0006974]; negative regulation of autophagy [GO:0010507]; positive regulation of cell growth [GO:0030307]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; positive regulation of glycolytic process [GO:0045821]; positive regulation of lipid biosynthetic process [GO:0046889]; positive regulation of odontoblast differentiation [GO:1901331]; positive regulation of osteoclast differentiation [GO:0045672]; positive regulation of pentose-phosphate shunt [GO:1905857]; positive regulation of TOR signaling [GO:0032008]; positive regulation of transcription by RNA polymerase III [GO:0045945]; regulation of autophagy [GO:0010506]; regulation of cell growth [GO:0001558]; regulation of cell size [GO:0008361]; response to xenobiotic stimulus [GO:0009410]; social behavior [GO:0035176]; TOR signaling [GO:0031929]; TORC1 signaling [GO:0038202]
Ribonucleoside-diphosphate reductase subunit M2 B (EC 1.17.4.1) (TP53-inducible ribonucleotide reductase M2 B) (p53-inducible ribonucleotide reductase small subunit 2-like protein) (p53R2)	RRM2B P53R2	2'-deoxyribonucleotide biosynthetic process [GO:0009265]; deoxyribonucleoside triphosphate metabolic process [GO:0009200]; deoxyribonucleotide biosynthetic process [GO:0009263]; DNA repair [GO:0006281]; DNA synthesis involved in DNA repair [GO:0000731]; kidney development [GO:0001822]; mitochondrial DNA replication [GO:0006264]; negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator [GO:1902254]; positive regulation of G0 to G1 transition [GO:0070318]; positive regulation of G2/M transition of mitotic cell cycle [GO:0010971]; renal system process [GO:0003014]; response to amine [GO:0014075]; response to oxidative stress [GO:0006979]; ribonucleoside diphosphate metabolic process [GO:0009185]
Regulator of telomere elongation helicase 1 (EC 5.6.2.-) (Novel helicase-like)	RTEL1 C20orf41 KIAA1088 NHL	DNA repair [GO:0006281]; DNA strand displacement [GO:0000732]; mitotic telomere maintenance via semi-conservative replication [GO:1902990]; negative regulation of DNA recombination [GO:0045910]; negative regulation of t-circle formation [GO:1904430]; negative regulation of telomere maintenance in response to DNA damage [GO:1904506]; positive regulation of telomere capping [GO:1904355]; positive regulation of telomere maintenance [GO:0032206]; positive regulation of telomere maintenance via telomere lengthening [GO:1904358]; positive regulation of telomeric loop disassembly [GO:1904535]; regulation of double-strand break repair via homologous recombination [GO:0010569]; replication fork processing [GO:0031297]; telomere maintenance [GO:0000723]; telomere maintenance in response to DNA damage [GO:0043247]; telomeric loop disassembly [GO:0090657]
RuvB-like 1 (EC 3.6.4.12) (49 kDa TATA box-binding protein-interacting protein) (49 kDa TBP-interacting protein) (54 kDa erythrocyte cytosolic protein) (ECP-54) (INO80 complex subunit H) (Nuclear matrix protein 238) (NMP 238) (Pontin 52) (TIP49a) (TIP60-associated protein 54-alpha) (TAP54-alpha)	RUVBL1 INO80H NMP238 TIP49 TIP49A	box C/D snoRNP assembly [GO:0000492]; cell division [GO:0051301]; chromatin remodeling [GO:0006338]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of DNA repair [GO:0045739]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of double-strand break repair via homologous recombination [GO:1905168]; positive regulation of telomere maintenance in response to DNA damage [GO:1904507]; protein stabilization [GO:0050821]; regulation of apoptotic process [GO:0042981]; regulation of cell cycle [GO:0051726]; regulation of chromosome organization [GO:0033044]; regulation of DNA repair [GO:0006282]; regulation of DNA replication [GO:0006275]; regulation of DNA strand elongation [GO:0060382]; regulation of DNA-templated transcription [GO:0006355]; regulation of double-strand break repair [GO:2000779]; regulation of embryonic development [GO:0045995]; regulation of transcription by RNA polymerase II [GO:0006357]; spermatogenesis [GO:0007283]; telomerase RNA localization to Cajal body [GO:0090671]; telomere maintenance [GO:0000723]
RuvB-like 2 (EC 3.6.4.12) (48 kDa TATA box-binding protein-interacting protein) (48 kDa TBP-interacting protein) (51 kDa erythrocyte cytosolic protein) (ECP-51) (INO80 complex subunit J) (Repressing pontin 52) (Reptin 52) (TIP49b) (TIP60-associated protein 54-beta) (TAP54-beta)	RUVBL2 INO80J TIP48 TIP49B CGI-46	box C/D snoRNP assembly [GO:0000492]; cellular response to estradiol stimulus [GO:0071392]; cellular response to UV [GO:0034644]; chromatin remodeling [GO:0006338]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; establishment of protein localization to chromatin [GO:0071169]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; positive regulation of DNA repair [GO:0045739]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of double-strand break repair via homologous recombination [GO:1905168]; positive regulation of telomere maintenance in response to DNA damage [GO:1904507]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein folding [GO:0006457]; protein stabilization [GO:0050821]; regulation of apoptotic process [GO:0042981]; regulation of cell cycle [GO:0051726]; regulation of chromosome organization [GO:0033044]; regulation of DNA repair [GO:0006282]; regulation of DNA replication [GO:0006275]; regulation of DNA strand elongation [GO:0060382]; regulation of DNA-templated transcription [GO:0006355]; regulation of double-strand break repair [GO:2000779]; regulation of embryonic development [GO:0045995]; regulation of transcription by RNA polymerase II [GO:0006357]; telomerase RNA localization to Cajal body [GO:0090671]; telomere maintenance [GO:0000723]
Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 (dNTPase) (EC 3.1.5.-) (Dendritic cell-derived IFNG-induced protein) (DCIP) (Monocyte protein 5) (MOP-5) (SAM domain and HD domain-containing protein 1) (hSAMHD1)	SAMHD1 MOP5	dATP catabolic process [GO:0046061]; defense response to virus [GO:0051607]; deoxyribonucleotide catabolic process [GO:0009264]; dGTP catabolic process [GO:0006203]; DNA damage response [GO:0006974]; DNA strand resection involved in replication fork processing [GO:0110025]; double-strand break repair via homologous recombination [GO:0000724]; immune response [GO:0006955]; innate immune response [GO:0045087]; negative regulation of type I interferon-mediated signaling pathway [GO:0060339]; protein homotetramerization [GO:0051289]; regulation of innate immune response [GO:0045088]; somatic hypermutation of immunoglobulin genes [GO:0016446]
Splicing regulator SDE2 (Replication stress response regulator SDE2)	SDE2 C1orf55	cell division [GO:0051301]; cellular response to UV [GO:0034644]; DNA replication [GO:0006260]; endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000479]; mitotic G1 DNA damage checkpoint signaling [GO:0031571]; mRNA cis splicing, via spliceosome [GO:0045292]; protein processing [GO:0016485]; protein ubiquitination [GO:0016567]
Sestrin-1 (EC 1.11.1.-) (p53-regulated protein PA26)	SESN1 PA26 SEST1	cellular oxidant detoxification [GO:0098869]; cellular response to amino acid starvation [GO:0034198]; cellular response to glucose starvation [GO:0042149]; cellular response to L-leucine [GO:0071233]; cellular response to leucine starvation [GO:1990253]; negative regulation of cell growth [GO:0030308]; negative regulation of TORC1 signaling [GO:1904262]; positive regulation of macroautophagy [GO:0016239]; reactive oxygen species metabolic process [GO:0072593]; regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051896]; regulation of response to reactive oxygen species [GO:1901031]
Sestrin-2 (EC 1.11.1.-) (Hypoxia-induced gene)	SESN2 Hi95 SEST2	cellular oxidant detoxification [GO:0098869]; cellular response to amino acid starvation [GO:0034198]; cellular response to amino acid stimulus [GO:0071230]; cellular response to glucose starvation [GO:0042149]; cellular response to L-leucine [GO:0071233]; cellular response to leucine starvation [GO:1990253]; cellular response to oxidative stress [GO:0034599]; D-glucose import [GO:0046323]; DNA damage response, signal transduction by p53 class mediator [GO:0030330]; fatty acid beta-oxidation [GO:0006635]; glucose homeostasis [GO:0042593]; mitochondrial DNA metabolic process [GO:0032042]; mitochondrion organization [GO:0007005]; negative regulation of cell growth [GO:0030308]; negative regulation of TORC1 signaling [GO:1904262]; negative regulation of translation in response to endoplasmic reticulum stress [GO:1902010]; positive regulation of lipophagy [GO:1904504]; positive regulation of macroautophagy [GO:0016239]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of protein localization to nucleus [GO:1900182]; positive regulation of TORC1 signaling [GO:1904263]; protein localization to plasma membrane [GO:0072659]; reactive oxygen species metabolic process [GO:0072593]; regulation of cAMP/PKA signal transduction [GO:0141161]; regulation of gluconeogenesis [GO:0006111]; regulation of protein phosphorylation [GO:0001932]; regulation of response to reactive oxygen species [GO:1901031]; regulation of TORC1 signaling [GO:1903432]; response to glucose [GO:0009749]; response to insulin [GO:0032868]; TORC2 signaling [GO:0038203]; triglyceride homeostasis [GO:0070328]
Histone-lysine N-methyltransferase SETD1A (EC 2.1.1.364) (Lysine N-methyltransferase 2F) (SET domain-containing protein 1A) (hSET1A) (Set1/Ash2 histone methyltransferase complex subunit SET1)	SETD1A KIAA0339 KMT2F SET1 SET1A	brain development [GO:0007420]; DNA damage response [GO:0006974]; methylation [GO:0032259]; regulation of chromatin organization [GO:1902275]; regulation of hematopoietic stem cell differentiation [GO:1902036]
Histone-lysine N-methyltransferase SETD2 (EC 2.1.1.359) (HIF-1) (Huntingtin yeast partner B) (Huntingtin-interacting protein 1) (HIP-1) (Huntingtin-interacting protein B) (Lysine N-methyltransferase 3A) (Protein-lysine N-methyltransferase SETD2) (EC 2.1.1.-) (SET domain-containing protein 2) (hSET2) (p231HBP)	SETD2 HIF1 HYPB KIAA1732 KMT3A SET2 HSPC069	defense response to virus [GO:0051607]; endodermal cell differentiation [GO:0035987]; microtubule cytoskeleton organization involved in mitosis [GO:1902850]; mismatch repair [GO:0006298]; nucleosome organization [GO:0034728]; peptidyl-lysine trimethylation [GO:0018023]; positive regulation of autophagy [GO:0010508]; positive regulation of interferon-alpha production [GO:0032727]; positive regulation of ossification [GO:0045778]; regulation of cytokinesis [GO:0032465]; regulation of DNA-templated transcription [GO:0006355]; regulation of double-strand break repair via homologous recombination [GO:0010569]; regulation of gene expression [GO:0010468]; regulation of mRNA export from nucleus [GO:0010793]; regulation of protein localization to chromatin [GO:1905634]; response to alkaloid [GO:0043279]; response to metal ion [GO:0010038]; response to type I interferon [GO:0034340]; stem cell differentiation [GO:0048863]; transcription elongation by RNA polymerase II [GO:0006368]
Histone-lysine N-methyltransferase SETD7 (EC 2.1.1.364) (Histone H3-K4 methyltransferase SETD7) (H3-K4-HMTase SETD7) (Lysine N-methyltransferase 7) (SET domain-containing protein 7) (SET7/9)	SETD7 KIAA1717 KMT7 SET7 SET9	chromatin organization [GO:0006325]; DNA damage response [GO:0006974]; DNA repair [GO:0006281]; heterochromatin organization [GO:0070828]; negative regulation of DNA repair [GO:0045738]; peptidyl-lysine dimethylation [GO:0018027]; peptidyl-lysine monomethylation [GO:0018026]; positive regulation of DNA-templated transcription [GO:0045893]; response to ethanol [GO:0045471]
Histone-lysine N-methyltransferase SETMAR (SET domain and mariner transposase fusion protein) (Metnase) [Includes: Histone-lysine N-methyltransferase (EC 2.1.1.357); Transposon Hsmar1 transposase (EC 3.1.-.-)]	SETMAR	cell population proliferation [GO:0008283]; DNA catabolic process [GO:0006308]; DNA double-strand break processing [GO:0000729]; DNA integration [GO:0015074]; double-strand break repair via nonhomologous end joining [GO:0006303]; methylation [GO:0032259]; mitotic DNA integrity checkpoint signaling [GO:0044774]; negative regulation of chromosome organization [GO:2001251]; nucleic acid metabolic process [GO:0090304]; positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity [GO:2000373]; positive regulation of double-strand break repair via nonhomologous end joining [GO:2001034]; replication fork processing [GO:0031297]
Helicase senataxin (EC 3.6.4.12) (EC 3.6.4.13) (Amyotrophic lateral sclerosis 4 protein) (SEN1 homolog) (Senataxin)	SETX ALS4 KIAA0625 SCAR1	cell differentiation [GO:0030154]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to oxidative stress [GO:0034599]; circadian rhythm [GO:0007623]; DNA damage response [GO:0006974]; DNA recombination [GO:0006310]; DNA-templated transcription termination [GO:0006353]; double-strand break repair [GO:0006302]; mRNA splice site recognition [GO:0006376]; nervous system development [GO:0007399]; positive regulation of DNA-templated transcription initiation [GO:2000144]; positive regulation of neuron projection development [GO:0010976]; positive regulation of RNA splicing [GO:0033120]; positive regulation of termination of DNA-templated transcription [GO:0060566]; positive regulation of termination of RNA polymerase II transcription, poly(A)-coupled [GO:2000806]; positive regulation of transcription by RNA polymerase II [GO:0045944]; RNA processing [GO:0006396]; spermatogenesis [GO:0007283]; termination of RNA polymerase II transcription [GO:0006369]
Splicing factor 3B subunit 3 (Pre-mRNA-splicing factor SF3b 130 kDa subunit) (SF3b130) (STAF130) (Spliceosome-associated protein 130) (SAP 130)	SF3B3 KIAA0017 SAP130	mRNA splicing, via spliceosome [GO:0000398]; negative regulation of protein catabolic process [GO:0042177]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA repair [GO:0006282]; regulation of RNA splicing [GO:0043484]; RNA splicing [GO:0008380]; RNA splicing, via transesterification reactions [GO:0000375]; U2-type prespliceosome assembly [GO:1903241]
Splicing factor 3B subunit 5 (SF3b5) (Pre-mRNA-splicing factor SF3b 10 kDa subunit)	SF3B5 SF3B10	mRNA splicing, via spliceosome [GO:0000398]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA repair [GO:0006282]; regulation of RNA splicing [GO:0043484]; U2-type prespliceosome assembly [GO:1903241]
14-3-3 protein sigma (Epithelial cell marker protein 1) (Stratifin)	SFN HME1	cAMP/PKA signal transduction [GO:0141156]; establishment of skin barrier [GO:0061436]; intracellular protein localization [GO:0008104]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; keratinization [GO:0031424]; keratinocyte development [GO:0003334]; keratinocyte proliferation [GO:0043616]; negative regulation of innate immune response [GO:0045824]; negative regulation of keratinocyte proliferation [GO:0010839]; negative regulation of protein kinase activity [GO:0006469]; negative regulation of protein localization to plasma membrane [GO:1903077]; negative regulation of stem cell proliferation [GO:2000647]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of cell adhesion [GO:0045785]; positive regulation of cell growth [GO:0030307]; positive regulation of epidermal cell differentiation [GO:0045606]; positive regulation of protein export from nucleus [GO:0046827]; positive regulation of protein localization [GO:1903829]; protein export from nucleus [GO:0006611]; regulation of cell cycle [GO:0051726]; regulation of cell-cell adhesion [GO:0022407]; regulation of epidermal cell division [GO:0010482]; regulation of protein localization [GO:0032880]; release of cytochrome c from mitochondria [GO:0001836]; signal transduction [GO:0007165]; stem cell proliferation [GO:0072089]
Splicing factor, proline- and glutamine-rich (100 kDa DNA-pairing protein) (hPOMp100) (DNA-binding p52/p100 complex, 100 kDa subunit) (Polypyrimidine tract-binding protein-associated-splicing factor) (PSF) (PTB-associated-splicing factor)	SFPQ PSF	activation of innate immune response [GO:0002218]; alternative mRNA splicing, via spliceosome [GO:0000380]; chromatin remodeling [GO:0006338]; chromosome organization [GO:0051276]; dendritic transport of messenger ribonucleoprotein complex [GO:0098963]; double-strand break repair via homologous recombination [GO:0000724]; innate immune response [GO:0045087]; mRNA processing [GO:0006397]; negative regulation of circadian rhythm [GO:0042754]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway [GO:1902177]; positive regulation of sister chromatid cohesion [GO:0045876]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of circadian rhythm [GO:0042752]; regulation of DNA-templated transcription [GO:0006355]; rhythmic process [GO:0048511]; RNA splicing [GO:0008380]
Swi5-dependent recombination DNA repair protein 1 homolog (Meiosis protein 5 homolog)	SFR1 C10orf78 MEI5 MEIR5	cellular response to estrogen stimulus [GO:0071391]; double-strand break repair via homologous recombination [GO:0000724]; positive regulation of DNA-templated transcription [GO:0045893]
