Protein names	Gene Names	Gene Ontology (biological process)	Supporting_PMID	Paper_Count
NACHT, LRR and PYD domains-containing protein 10 (Nucleotide-binding oligomerization domain protein 8)	NLRP10 NALP10 NOD8 PYNOD	activation of innate immune response [GO:0002218]; adaptive immune response [GO:0002250]; defense response to fungus [GO:0050832]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; positive regulation of defense response to bacterium [GO:1900426]; positive regulation of inflammatory response [GO:0050729]; positive regulation of interleukin-1 alpha production [GO:0032730]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of T-helper 1 type immune response [GO:0002827]; positive regulation of T-helper 17 type immune response [GO:2000318]; regulation of inflammatory response [GO:0050727]		0
Interleukin-33 (IL-33) (Interleukin-1 family member 11) (IL-1F11) (Nuclear factor from high endothelial venules) (NF-HEV) [Cleaved into: Interleukin-33 (95-270); Interleukin-33 (99-270); Interleukin-33 (109-270)]	IL33 C9orf26 IL1F11 NFHEV	antibacterial innate immune response [GO:0140367]; defense response to virus [GO:0051607]; extrinsic apoptotic signaling pathway [GO:0097191]; gene expression [GO:0010467]; interleukin-33-mediated signaling pathway [GO:0038172]; macrophage differentiation [GO:0030225]; microglial cell activation involved in immune response [GO:0002282]; microglial cell proliferation [GO:0061518]; negative regulation of immunoglobulin production [GO:0002638]; negative regulation of inflammatory response to wounding [GO:0106015]; negative regulation of leukocyte migration [GO:0002686]; negative regulation of macrophage proliferation [GO:0120042]; negative regulation of T-helper 1 type immune response [GO:0002826]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of type II interferon production [GO:0032689]; positive regulation of cellular defense response [GO:0010186]; positive regulation of chemokine production [GO:0032722]; positive regulation of cytokine production [GO:0001819]; positive regulation of gene expression [GO:0010628]; positive regulation of glycoprotein biosynthetic process [GO:0010560]; positive regulation of immunoglobulin production [GO:0002639]; positive regulation of inflammatory response [GO:0050729]; positive regulation of interleukin-13 production [GO:0032736]; positive regulation of interleukin-4 production [GO:0032753]; positive regulation of interleukin-5 production [GO:0032754]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of macrophage activation [GO:0043032]; positive regulation of MHC class I biosynthetic process [GO:0045345]; positive regulation of MHC class II biosynthetic process [GO:0045348]; positive regulation of neuroinflammatory response [GO:0150078]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of tumor necrosis factor production [GO:0032760]; positive regulation of type 2 immune response [GO:0002830]; protein import into nucleus [GO:0006606]; response to wounding [GO:0009611]; type 2 immune response [GO:0042092]		0
Potassium channel subfamily K member 6 (Inward rectifying potassium channel protein TWIK-2) (TWIK-originated similarity sequence)	KCNK6 TOSS TWIK2	negative regulation of systemic arterial blood pressure [GO:0003085]; positive regulation of NLRP3 inflammasome complex assembly [GO:1900227]; potassium ion transmembrane transport [GO:0071805]; potassium ion transport [GO:0006813]; regulation of lysosome size [GO:0062196]; regulation of resting membrane potential [GO:0060075]		0
NLR family CARD domain-containing protein 4 (CARD, LRR, and NACHT-containing protein) (CED-4-like protein Clan) (Caspase recruitment domain-containing protein 12) (Ice protease-activating factor) (Ipaf)	NLRC4 CARD12 CLAN CLAN1 IPAF UNQ6189/PRO20215	activation of innate immune response [GO:0002218]; apoptotic process [GO:0006915]; defense response to bacterium [GO:0042742]; detection of bacterium [GO:0016045]; icosanoid biosynthetic process [GO:0046456]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; pattern recognition receptor signaling pathway [GO:0002221]; positive regulation of apoptotic process [GO:0043065]; positive regulation of inflammatory response [GO:0050729]; positive regulation of interleukin-1 beta production [GO:0032731]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of protein processing [GO:0010954]; protein homooligomerization [GO:0051260]; pyroptotic inflammatory response [GO:0070269]		0
Mitogen-activated protein kinase kinase kinase 20 (EC 2.7.11.25) (Human cervical cancer suppressor gene 4 protein) (HCCS-4) (Leucine zipper- and sterile alpha motif-containing kinase) (MLK-like mitogen-activated protein triple kinase) (Mitogen-activated protein kinase kinase kinase MLT) (Mixed lineage kinase 7) (Mixed lineage kinase-related kinase) (MLK-related kinase) (MRK) (Sterile alpha motif- and leucine zipper-containing kinase AZK)	MAP3K20 MLK7 MLTK ZAK HCCS4	cell death [GO:0008219]; cell differentiation [GO:0030154]; cellular response to gamma radiation [GO:0071480]; cellular response to UV-B [GO:0071493]; chromosome segregation [GO:0007059]; cytoskeleton organization [GO:0007010]; DNA damage checkpoint signaling [GO:0000077]; embryonic digit morphogenesis [GO:0042733]; GCN2-mediated signaling [GO:0140469]; inflammatory response [GO:0006954]; JNK cascade [GO:0007254]; limb development [GO:0060173]; MAPK cascade [GO:0000165]; negative regulation of stress-activated protein kinase signaling cascade [GO:0070303]; negative regulation of translation in response to endoplasmic reticulum stress [GO:1902010]; p38MAPK cascade [GO:0038066]; positive regulation of apoptotic process [GO:0043065]; positive regulation of mitotic DNA damage checkpoint [GO:1904291]; positive regulation of programmed cell death [GO:0043068]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; pyroptotic inflammatory response [GO:0070269]; regulation of mitotic metaphase/anaphase transition [GO:0030071]; stress-activated MAPK cascade [GO:0051403]; stress-activated protein kinase signaling cascade [GO:0031098]		0
Mitogen-activated protein kinase kinase kinase 7 (EC 2.7.11.25) (Transforming growth factor-beta-activated kinase 1) (TGF-beta-activated kinase 1)	MAP3K7 TAK1	anoikis [GO:0043276]; canonical NF-kappaB signal transduction [GO:0007249]; cellular response to angiotensin [GO:1904385]; cellular response to hypoxia [GO:0071456]; cellular response to tumor necrosis factor [GO:0071356]; cytoplasmic pattern recognition receptor signaling pathway [GO:0002753]; defense response to bacterium [GO:0042742]; Fc-epsilon receptor signaling pathway [GO:0038095]; I-kappaB phosphorylation [GO:0007252]; immune response [GO:0006955]; inflammatory response [GO:0006954]; interleukin-1-mediated signaling pathway [GO:0070498]; interleukin-17A-mediated signaling pathway [GO:0038173]; interleukin-33-mediated signaling pathway [GO:0038172]; JNK cascade [GO:0007254]; MAPK cascade [GO:0000165]; MyD88-dependent toll-like receptor signaling pathway [GO:0002755]; negative regulation of gene expression [GO:0010629]; nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway [GO:0035872]; p38MAPK cascade [GO:0038066]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of cell cycle [GO:0045787]; positive regulation of cell size [GO:0045793]; positive regulation of cGAS/STING signaling pathway [GO:0141111]; positive regulation of interleukin-2 production [GO:0032743]; positive regulation of JUN kinase activity [GO:0043507]; positive regulation of macroautophagy [GO:0016239]; positive regulation of non-canonical NF-kappaB signal transduction [GO:1901224]; positive regulation of T cell cytokine production [GO:0002726]; positive regulation of vascular associated smooth muscle cell migration [GO:1904754]; positive regulation of vascular associated smooth muscle cell proliferation [GO:1904707]; signal transduction in response to DNA damage [GO:0042770]; stimulatory C-type lectin receptor signaling pathway [GO:0002223]; stress-activated MAPK cascade [GO:0051403]; T cell receptor signaling pathway [GO:0050852]; toll-like receptor 3 signaling pathway [GO:0034138]; toll-like receptor 4 signaling pathway [GO:0034142]; transforming growth factor beta receptor signaling pathway [GO:0007179]; TRIF-dependent toll-like receptor signaling pathway [GO:0035666]		0
Mitogen-activated protein kinase 11 (MAP kinase 11) (MAPK 11) (EC 2.7.11.24) (Mitogen-activated protein kinase p38 beta) (MAP kinase p38 beta) (p38b) (Stress-activated protein kinase 2b) (SAPK2b) (p38-2)	MAPK11 PRKM11 SAPK2 SAPK2B	bone development [GO:0060348]; cardiac muscle cell proliferation [GO:0060038]; cellular response to interleukin-1 [GO:0071347]; cellular response to UV-B [GO:0071493]; cellular response to virus [GO:0098586]; cellular senescence [GO:0090398]; intracellular signal transduction [GO:0035556]; negative regulation of cardiac muscle cell proliferation [GO:0060044]; osteoblast differentiation [GO:0001649]; p38MAPK cascade [GO:0038066]; positive regulation of gene expression [GO:0010628]; positive regulation of interleukin-12 production [GO:0032735]; positive regulation of muscle cell differentiation [GO:0051149]; stress-activated MAPK cascade [GO:0051403]; stress-activated protein kinase signaling cascade [GO:0031098]		0
Mitogen-activated protein kinase 14 (MAP kinase 14) (MAPK 14) (EC 2.7.11.24) (Cytokine suppressive anti-inflammatory drug-binding protein) (CSAID-binding protein) (CSBP) (MAP kinase MXI2) (MAX-interacting protein 2) (Mitogen-activated protein kinase p38 alpha) (MAP kinase p38 alpha) (Stress-activated protein kinase 2a) (SAPK2a)	MAPK14 CSBP CSBP1 CSBP2 CSPB1 MXI2 SAPK2A	3'-UTR-mediated mRNA stabilization [GO:0070935]; angiogenesis [GO:0001525]; apoptotic process [GO:0006915]; bone development [GO:0060348]; cartilage condensation [GO:0001502]; cell morphogenesis [GO:0000902]; cell surface receptor protein serine/threonine kinase signaling pathway [GO:0007178]; cell surface receptor signaling pathway [GO:0007166]; cellular response to ionizing radiation [GO:0071479]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to lipoteichoic acid [GO:0071223]; cellular response to UV-B [GO:0071493]; cellular response to vascular endothelial growth factor stimulus [GO:0035924]; cellular response to virus [GO:0098586]; cellular senescence [GO:0090398]; chemotaxis [GO:0006935]; chondrocyte differentiation [GO:0002062]; D-glucose import [GO:0046323]; DNA damage checkpoint signaling [GO:0000077]; fatty acid oxidation [GO:0019395]; glucose metabolic process [GO:0006006]; intracellular signal transduction [GO:0035556]; lipopolysaccharide-mediated signaling pathway [GO:0031663]; MAPK cascade [GO:0000165]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of hippo signaling [GO:0035331]; negative regulation of inflammatory response to antigenic stimulus [GO:0002862]; osteoblast differentiation [GO:0001649]; osteoclast differentiation [GO:0030316]; p38MAPK cascade [GO:0038066]; placenta development [GO:0001890]; platelet activation [GO:0030168]; positive regulation of brown fat cell differentiation [GO:0090336]; positive regulation of cardiac muscle cell proliferation [GO:0060045]; positive regulation of cyclase activity [GO:0031281]; positive regulation of D-glucose import [GO:0046326]; positive regulation of erythrocyte differentiation [GO:0045648]; positive regulation of gene expression [GO:0010628]; positive regulation of interleukin-12 production [GO:0032735]; positive regulation of muscle cell differentiation [GO:0051149]; positive regulation of myoblast differentiation [GO:0045663]; positive regulation of myoblast fusion [GO:1901741]; positive regulation of myotube differentiation [GO:0010831]; positive regulation of protein import into nucleus [GO:0042307]; positive regulation of reactive oxygen species metabolic process [GO:2000379]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of cytokine production involved in inflammatory response [GO:1900015]; regulation of ossification [GO:0030278]; regulation of synaptic membrane adhesion [GO:0099179]; regulation of transcription by RNA polymerase II [GO:0006357]; response to dietary excess [GO:0002021]; response to insulin [GO:0032868]; response to muramyl dipeptide [GO:0032495]; response to muscle stretch [GO:0035994]; signal transduction [GO:0007165]; signal transduction in response to DNA damage [GO:0042770]; skeletal muscle tissue development [GO:0007519]; stem cell differentiation [GO:0048863]; stress-activated MAPK cascade [GO:0051403]; stress-activated protein kinase signaling cascade [GO:0031098]; stress-induced premature senescence [GO:0090400]; striated muscle cell differentiation [GO:0051146]; transcription by RNA polymerase II [GO:0006366]; tumor necrosis factor-mediated signaling pathway [GO:0033209]; vascular endothelial growth factor receptor signaling pathway [GO:0048010]		0
Mitogen-activated protein kinase 8 (MAP kinase 8) (MAPK 8) (EC 2.7.11.24) (JNK-46) (Stress-activated protein kinase 1c) (SAPK1c) (Stress-activated protein kinase JNK1) (c-Jun N-terminal kinase 1)	MAPK8 JNK1 PRKM8 SAPK1 SAPK1C	autophagy [GO:0006914]; cellular response to amino acid starvation [GO:0034198]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to mechanical stimulus [GO:0071260]; cellular response to oxidative stress [GO:0034599]; cellular response to reactive oxygen species [GO:0034614]; cellular senescence [GO:0090398]; energy homeostasis [GO:0097009]; Fc-epsilon receptor signaling pathway [GO:0038095]; integrin-mediated signaling pathway [GO:0007229]; JNK cascade [GO:0007254]; JUN phosphorylation [GO:0007258]; MAPK cascade [GO:0000165]; negative regulation of apoptotic process [GO:0043066]; negative regulation of autophagy [GO:0010507]; negative regulation of protein binding [GO:0032091]; peptidyl-serine phosphorylation [GO:0018105]; peptidyl-threonine phosphorylation [GO:0018107]; positive regulation of apoptotic process [GO:0043065]; positive regulation of cell killing [GO:0031343]; positive regulation of cyclase activity [GO:0031281]; positive regulation of establishment of protein localization to mitochondrion [GO:1903749]; positive regulation of gene expression [GO:0010628]; positive regulation of NLRP3 inflammasome complex assembly [GO:1900227]; positive regulation of protein metabolic process [GO:0051247]; protein phosphorylation [GO:0006468]; regulation of circadian rhythm [GO:0042752]; regulation of macroautophagy [GO:0016241]; regulation of protein localization [GO:0032880]; response to mechanical stimulus [GO:0009612]; response to oxidative stress [GO:0006979]; response to UV [GO:0009411]; rhythmic process [GO:0048511]; stress-activated MAPK cascade [GO:0051403]		0
E3 ubiquitin-protein ligase MARCHF7 (EC 2.3.2.27) (Axotrophin) (Membrane-associated RING finger protein 7) (Membrane-associated RING-CH protein VII) (MARCH-VII) (RING finger protein 177) (RING-type E3 ubiquitin transferase MARCHF7)	MARCHF7 AXOT MARCH7 RNF177	negative regulation of cilium assembly [GO:1902018]; negative regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043518]; negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:1902166]; negative regulation of proteasomal protein catabolic process [GO:1901799]; negative regulation of protein autoubiquitination [GO:1905524]; negative regulation of T cell proliferation [GO:0042130]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of protein polyubiquitination [GO:1902916]; protein autoubiquitination [GO:0051865]; protein monoubiquitination [GO:0006513]; protein stabilization [GO:0050821]; regulation of tolerance induction [GO:0002643]		0
Nuclear factor NF-kappa-B p100 subunit (DNA-binding factor KBF2) (H2TF1) (Lymphocyte translocation chromosome 10 protein) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 2) (Oncogene Lyt-10) (Lyt10) [Cleaved into: Nuclear factor NF-kappa-B p52 subunit]	NFKB2 LYT10	canonical NF-kappaB signal transduction [GO:0007249]; extracellular matrix organization [GO:0030198]; follicular dendritic cell differentiation [GO:0002268]; germinal center formation [GO:0002467]; non-canonical NF-kappaB signal transduction [GO:0038061]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of DNA-templated transcription [GO:0006355]; response to cytokine [GO:0034097]; response to lipopolysaccharide [GO:0032496]; rhythmic process [GO:0048511]; spleen development [GO:0048536]		0
FAS-associated death domain protein (FAS-associating death domain-containing protein) (Growth-inhibiting gene 3 protein) (Mediator of receptor induced toxicity)	FADD MORT1 GIG3	apoptotic process [GO:0006915]; apoptotic signaling pathway [GO:0097190]; behavioral response to cocaine [GO:0048148]; cellular response to mechanical stimulus [GO:0071260]; death-inducing signaling complex assembly [GO:0071550]; defense response to virus [GO:0051607]; extrinsic apoptotic signaling pathway [GO:0097191]; extrinsic apoptotic signaling pathway in absence of ligand [GO:0097192]; extrinsic apoptotic signaling pathway via death domain receptors [GO:0008625]; innate immune response [GO:0045087]; kidney development [GO:0001822]; lymph node development [GO:0048535]; motor neuron apoptotic process [GO:0097049]; necroptotic signaling pathway [GO:0097527]; negative regulation of activation-induced cell death of T cells [GO:0070236]; negative regulation of necroptotic process [GO:0060546]; positive regulation of activated T cell proliferation [GO:0042104]; positive regulation of adaptive immune response [GO:0002821]; positive regulation of apoptotic process [GO:0043065]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of CD8-positive, alpha-beta cytotoxic T cell extravasation [GO:2000454]; positive regulation of execution phase of apoptosis [GO:1900119]; positive regulation of extrinsic apoptotic signaling pathway [GO:2001238]; positive regulation of innate immune response [GO:0045089]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of macrophage differentiation [GO:0045651]; positive regulation of proteolysis [GO:0045862]; positive regulation of T cell mediated cytotoxicity [GO:0001916]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of tumor necrosis factor production [GO:0032760]; positive regulation of type I interferon-mediated signaling pathway [GO:0060340]; positive regulation of type II interferon production [GO:0032729]; spleen development [GO:0048536]; T cell differentiation in thymus [GO:0033077]; T cell homeostasis [GO:0043029]; thymus development [GO:0048538]; TRAIL-activated apoptotic signaling pathway [GO:0036462]		0
Dipeptidyl peptidase 8 (DP8) (EC 3.4.14.5) (Dipeptidyl peptidase IV-related protein 1) (DPRP-1) (Dipeptidyl peptidase VIII) (DPP VIII) (Prolyl dipeptidase DPP8)	DPP8 DPRP1 MSTP097 MSTP135 MSTP141	apoptotic process [GO:0006915]; immune response [GO:0006955]; negative regulation of programmed cell death [GO:0043069]; proteolysis [GO:0006508]		0
Caspase-1 (CASP-1) (EC 3.4.22.36) (Interleukin-1 beta convertase) (IL-1BC) (Interleukin-1 beta-converting enzyme) (ICE) (IL-1 beta-converting enzyme) (p45) [Cleaved into: Caspase-1 subunit p20; Caspase-1 subunit p10]	CASP1 IL1BC IL1BCE	AIM2 inflammasome complex assembly [GO:0140970]; apoptotic process [GO:0006915]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to mechanical stimulus [GO:0071260]; cellular response to type II interferon [GO:0071346]; cytokine precursor processing [GO:0140447]; defense response to bacterium [GO:0042742]; defense response to virus [GO:0051607]; icosanoid biosynthetic process [GO:0046456]; osmosensory signaling pathway [GO:0007231]; pattern recognition receptor signaling pathway [GO:0002221]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of inflammatory response [GO:0050729]; positive regulation of interleukin-1 beta production [GO:0032731]; positive regulation of interleukin-18 production [GO:0032741]; positive regulation of tumor necrosis factor-mediated signaling pathway [GO:1903265]; protein autoprocessing [GO:0016540]; protein maturation [GO:0051604]; proteolysis [GO:0006508]; pyroptotic inflammatory response [GO:0070269]; regulation of apoptotic process [GO:0042981]; regulation of inflammatory response [GO:0050727]; signal transduction [GO:0007165]; signaling receptor ligand precursor processing [GO:0140448]		0
Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2) (OGDC-E2) (Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex) (E2K)	DLST DLTS	2-oxoglutarate decarboxylation to succinyl-CoA [GO:0120551]; 2-oxoglutarate metabolic process [GO:0006103]; generation of precursor metabolites and energy [GO:0006091]; L-lysine catabolic process to acetyl-CoA via saccharopine [GO:0033512]; succinyl-CoA metabolic process [GO:0006104]; tricarboxylic acid cycle [GO:0006099]		0
Caspase-14 (CASP-14) (EC 3.4.22.-) [Cleaved into: Caspase-14 subunit p17, mature form; Caspase-14 subunit p10, mature form; Caspase-14 subunit p20, intermediate form; Caspase-14 subunit p8, intermediate form]	CASP14	cornification [GO:0070268]; epidermis development [GO:0008544]; keratinization [GO:0031424]; positive regulation of neuron apoptotic process [GO:0043525]; proteolysis [GO:0006508]		0
Caspase-3 (CASP-3) (EC 3.4.22.56) (Apopain) (Cysteine protease CPP32) (CPP-32) (Protein Yama) (SREBP cleavage activity 1) (SCA-1) [Cleaved into: Caspase-3 subunit p17; Caspase-3 subunit p12]	CASP3 CPP32	anterior neural tube closure [GO:0061713]; apoptotic process [GO:0006915]; apoptotic signaling pathway [GO:0097190]; axonal fasciculation [GO:0007413]; B cell homeostasis [GO:0001782]; cell fate commitment [GO:0045165]; cellular response to staurosporine [GO:0072734]; DNA damage response [GO:0006974]; epithelial cell apoptotic process [GO:1904019]; erythrocyte differentiation [GO:0030218]; execution phase of apoptosis [GO:0097194]; fibroblast apoptotic process [GO:0044346]; glial cell apoptotic process [GO:0034349]; heart development [GO:0007507]; hippocampus development [GO:0021766]; intrinsic apoptotic signaling pathway [GO:0097193]; intrinsic apoptotic signaling pathway in response to osmotic stress [GO:0008627]; keratinocyte differentiation [GO:0030216]; learning or memory [GO:0007611]; leukocyte apoptotic process [GO:0071887]; luteolysis [GO:0001554]; negative regulation of activated T cell proliferation [GO:0046007]; negative regulation of B cell proliferation [GO:0030889]; negative regulation of cell cycle [GO:0045786]; negative regulation of cytokine production [GO:0001818]; neuron apoptotic process [GO:0051402]; neuron differentiation [GO:0030182]; neurotrophin TRK receptor signaling pathway [GO:0048011]; platelet formation [GO:0030220]; positive regulation of amyloid-beta formation [GO:1902004]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of pyroptotic inflammatory response [GO:0140639]; protein catabolic process [GO:0030163]; protein maturation [GO:0051604]; protein processing [GO:0016485]; proteolysis [GO:0006508]; pyroptotic inflammatory response [GO:0070269]; regulation of macroautophagy [GO:0016241]; regulation of protein stability [GO:0031647]; regulation of synaptic vesicle cycle [GO:0098693]; response to amino acid [GO:0043200]; response to anesthetic [GO:0072347]; response to cobalt ion [GO:0032025]; response to estradiol [GO:0032355]; response to ethanol [GO:0045471]; response to glucocorticoid [GO:0051384]; response to glucose [GO:0009749]; response to hydrogen peroxide [GO:0042542]; response to hypoxia [GO:0001666]; response to insulin-like growth factor stimulus [GO:1990418]; response to lipopolysaccharide [GO:0032496]; response to nicotine [GO:0035094]; response to tumor necrosis factor [GO:0034612]; response to UV [GO:0009411]; response to wounding [GO:0009611]; response to X-ray [GO:0010165]; response to xenobiotic stimulus [GO:0009410]; sensory perception of sound [GO:0007605]; striated muscle cell differentiation [GO:0051146]; swimming behavior [GO:0036269]; T cell homeostasis [GO:0043029]		0
Receptor-interacting serine/threonine-protein kinase 1 (EC 2.7.11.1) (Cell death protein RIP) (Receptor-interacting protein 1) (RIP-1)	RIPK1 RIP RIP1	amyloid fibril formation [GO:1990000]; apoptotic process [GO:0006915]; canonical NF-kappaB signal transduction [GO:0007249]; cellular response to growth factor stimulus [GO:0071363]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to tumor necrosis factor [GO:0071356]; extrinsic apoptotic signaling pathway [GO:0097191]; inflammatory response [GO:0006954]; intracellular signal transduction [GO:0035556]; necroptotic process [GO:0070266]; necroptotic signaling pathway [GO:0097527]; negative regulation of apoptotic process [GO:0043066]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; negative regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001240]; negative regulation of necroptotic process [GO:0060546]; peptidyl-serine autophosphorylation [GO:0036289]; positive regulation of apoptotic process [GO:0043065]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of execution phase of apoptosis [GO:1900119]; positive regulation of extrinsic apoptotic signaling pathway [GO:2001238]; positive regulation of gene expression [GO:0010628]; positive regulation of inflammatory response [GO:0050729]; positive regulation of interleukin-6-mediated signaling pathway [GO:0070105]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of JNK cascade [GO:0046330]; positive regulation of macrophage differentiation [GO:0045651]; positive regulation of miRNA processing [GO:1903800]; positive regulation of necroptotic process [GO:0060545]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of non-canonical NF-kappaB signal transduction [GO:1901224]; positive regulation of programmed cell death [GO:0043068]; positive regulation of programmed necrotic cell death [GO:0062100]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of reactive oxygen species metabolic process [GO:2000379]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of tumor necrosis factor production [GO:0032760]; positive regulation of tumor necrosis factor-mediated signaling pathway [GO:1903265]; programmed necrotic cell death [GO:0097300]; protein autophosphorylation [GO:0046777]; protein catabolic process [GO:0030163]; response to oxidative stress [GO:0006979]; response to tumor necrosis factor [GO:0034612]; ripoptosome assembly [GO:0097343]; ripoptosome assembly involved in necroptotic process [GO:1901026]; T cell apoptotic process [GO:0070231]; tumor necrosis factor-mediated signaling pathway [GO:0033209]		0
Transcription factor p65 (Nuclear factor NF-kappa-B p65 subunit) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 3)	RELA NFKB3	animal organ morphogenesis [GO:0009887]; antiviral innate immune response [GO:0140374]; canonical NF-kappaB signal transduction [GO:0007249]; cellular defense response [GO:0006968]; cellular response to angiotensin [GO:1904385]; cellular response to hepatocyte growth factor stimulus [GO:0035729]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to interleukin-1 [GO:0071347]; cellular response to interleukin-6 [GO:0071354]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to lipoteichoic acid [GO:0071223]; cellular response to nicotine [GO:0071316]; cellular response to peptidoglycan [GO:0071224]; cellular response to tumor necrosis factor [GO:0071356]; chromatin organization [GO:0006325]; cytokine-mediated signaling pathway [GO:0019221]; defense response to tumor cell [GO:0002357]; defense response to virus [GO:0051607]; DNA-templated transcription [GO:0006351]; hair follicle development [GO:0001942]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; interleukin-1-mediated signaling pathway [GO:0070498]; intracellular signal transduction [GO:0035556]; liver development [GO:0001889]; negative regulation of angiogenesis [GO:0016525]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; negative regulation of miRNA transcription [GO:1902894]; negative regulation of non-canonical NF-kappaB signal transduction [GO:1901223]; negative regulation of protein catabolic process [GO:0042177]; negative regulation of protein sumoylation [GO:0033234]; negative regulation of transcription by RNA polymerase II [GO:0000122]; neuropeptide signaling pathway [GO:0007218]; non-canonical NF-kappaB signal transduction [GO:0038061]; nucleotide-binding oligomerization domain containing 2 signaling pathway [GO:0070431]; positive regulation of amyloid-beta formation [GO:1902004]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of gene expression [GO:0010628]; positive regulation of interleukin-1 beta production [GO:0032731]; positive regulation of interleukin-12 production [GO:0032735]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of leukocyte adhesion to vascular endothelial cell [GO:1904996]; positive regulation of miRNA metabolic process [GO:2000630]; positive regulation of miRNA transcription [GO:1902895]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of vascular endothelial growth factor production [GO:0010575]; postsynapse to nucleus signaling pathway [GO:0099527]; prolactin signaling pathway [GO:0038161]; protein catabolic process [GO:0030163]; regulation of inflammatory response [GO:0050727]; regulation of transcription by RNA polymerase II [GO:0006357]; response to cytokine [GO:0034097]; response to interleukin-1 [GO:0070555]; response to muramyl dipeptide [GO:0032495]; response to muscle stretch [GO:0035994]; response to UV-B [GO:0010224]; toll-like receptor 4 signaling pathway [GO:0034142]; toll-like receptor TLR6:TLR2 signaling pathway [GO:0038124]; tumor necrosis factor-mediated signaling pathway [GO:0033209]; vascular endothelial growth factor signaling pathway [GO:0038084]		0
