Protein names	Gene Names	Gene Ontology (biological process)	Supporting_PMID	Paper_Count
Hamartin (Tuberous sclerosis 1 protein)	TSC1 KIAA0243 TSC	activation of GTPase activity [GO:0090630]; adaptive immune response [GO:0002250]; adult locomotory behavior [GO:0008344]; associative learning [GO:0008306]; cardiac muscle cell differentiation [GO:0055007]; cell population proliferation [GO:0008283]; cell projection organization [GO:0030030]; cell-matrix adhesion [GO:0007160]; cellular response to decreased oxygen levels [GO:0036294]; cellular response to starvation [GO:0009267]; cerebral cortex development [GO:0021987]; D-glucose import [GO:0046323]; hippocampus development [GO:0021766]; kidney development [GO:0001822]; memory T cell differentiation [GO:0043379]; myelination [GO:0042552]; negative regulation of ATP-dependent activity [GO:0032780]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of cell size [GO:0045792]; negative regulation of macroautophagy [GO:0016242]; negative regulation of TOR signaling [GO:0032007]; negative regulation of TORC1 signaling [GO:1904262]; neural tube closure [GO:0001843]; positive regulation of focal adhesion assembly [GO:0051894]; potassium ion transport [GO:0006813]; protein stabilization [GO:0050821]; regulation of cell cycle [GO:0051726]; regulation of cell-matrix adhesion [GO:0001952]; regulation of stress fiber assembly [GO:0051492]; response to insulin [GO:0032868]; synapse organization [GO:0050808]		0
Ubiquitin-ribosomal protein eL40 fusion protein (CEP52) (Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; Large ribosomal subunit protein eL40 (60S ribosomal protein L40) (rpL40)]	UBA52 UBCEP2	cytoplasmic translation [GO:0002181]; modification-dependent protein catabolic process [GO:0019941]; protein modification process [GO:0036211]; protein ubiquitination [GO:0016567]; response to insecticide [GO:0017085]		0
Polyubiquitin-B [Cleaved into: Ubiquitin]	UBB	energy homeostasis [GO:0097009]; fat pad development [GO:0060613]; female gonad development [GO:0008585]; female meiosis I [GO:0007144]; hypothalamus gonadotrophin-releasing hormone neuron development [GO:0021888]; male meiosis I [GO:0007141]; mitochondrion transport along microtubule [GO:0047497]; modification-dependent protein catabolic process [GO:0019941]; neuron projection morphogenesis [GO:0048812]; positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator [GO:1902255]; positive regulation of protein monoubiquitination [GO:1902527]; positive regulation of protein ubiquitination [GO:0031398]; protein homotetramerization [GO:0051289]; protein ubiquitination [GO:0016567]; regulation of mitochondrial membrane potential [GO:0051881]; regulation of neuron apoptotic process [GO:0043523]; regulation of proteasomal protein catabolic process [GO:0061136]; seminiferous tubule development [GO:0072520]		0
Ubiquitin-conjugating enzyme E2 variant 1 (UEV-1) (CROC-1) (TRAF6-regulated IKK activator 1 beta Uev1A)	UBE2V1 CROC1 UBE2V UEV1 P/OKcl.19	cell differentiation [GO:0030154]; DNA damage tolerance [GO:0006301]; error-free postreplication DNA repair [GO:0042275]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of intracellular signal transduction [GO:1902533]; positive regulation of protein K63-linked ubiquitination [GO:1902523]; protein K63-linked ubiquitination [GO:0070534]; protein polyubiquitination [GO:0000209]; regulation of DNA repair [GO:0006282]; regulation of DNA-templated transcription [GO:0006355]		0
UNC5C-like protein (Protein unc-5 homolog C-like) (ZU5 and death domain-containing protein)	UNC5CL ZUD	positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of JNK cascade [GO:0046330]		0
Proto-oncogene vav	VAV1 VAV	B cell proliferation [GO:0042100]; cell migration [GO:0016477]; cellular response to xenobiotic stimulus [GO:0071466]; Fc-epsilon receptor signaling pathway [GO:0038095]; Fc-gamma receptor signaling pathway involved in phagocytosis [GO:0038096]; G protein-coupled receptor signaling pathway [GO:0007186]; immune response-regulating cell surface receptor signaling pathway [GO:0002768]; integrin-mediated signaling pathway [GO:0007229]; natural killer cell activation [GO:0030101]; natural killer cell mediated cytotoxicity [GO:0042267]; neutrophil chemotaxis [GO:0030593]; platelet activation [GO:0030168]; positive regulation of natural killer cell mediated cytotoxicity [GO:0045954]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; reactive oxygen species metabolic process [GO:0072593]; regulation of cell size [GO:0008361]; regulation of small GTPase mediated signal transduction [GO:0051056]; small GTPase-mediated signal transduction [GO:0007264]; T cell costimulation [GO:0031295]; T cell differentiation [GO:0030217]; vascular endothelial growth factor receptor signaling pathway [GO:0048010]		0
Serine/threonine-protein kinase WNK1 (EC 2.7.11.1) (Erythrocyte 65 kDa protein) (p65) (Kinase deficient protein) (Protein kinase lysine-deficient 1) (Protein kinase with no lysine 1) (hWNK1)	WNK1 HSN2 KDP KIAA0344 PRKWNK1	cell volume homeostasis [GO:0006884]; cellular hyperosmotic response [GO:0071474]; cellular response to chemokine [GO:1990869]; chemokine (C-C motif) ligand 21 signaling pathway [GO:0038116]; DNA damage response [GO:0006974]; heart development [GO:0007507]; intracellular chloride ion homeostasis [GO:0030644]; intracellular signal transduction [GO:0035556]; lymphocyte migration into lymph node [GO:0097022]; membraneless organelle assembly [GO:0140694]; monoatomic cation homeostasis [GO:0055080]; monoatomic ion transport [GO:0006811]; negative regulation of autophagy [GO:0010507]; negative regulation of cell-cell adhesion mediated by integrin [GO:0033633]; negative regulation of heterotypic cell-cell adhesion [GO:0034115]; negative regulation of leukocyte cell-cell adhesion [GO:1903038]; negative regulation of pancreatic juice secretion [GO:0090188]; negative regulation of protein localization to plasma membrane [GO:1903077]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of small GTPase mediated signal transduction [GO:0051058]; negative regulation of sodium ion transport [GO:0010766]; neuron development [GO:0048666]; positive regulation of angiogenesis [GO:0045766]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of mitotic cytokinesis [GO:1903490]; positive regulation of systemic arterial blood pressure [GO:0003084]; positive regulation of T cell chemotaxis [GO:0010820]; positive regulation of termination of RNA polymerase II transcription [GO:1904595]; potassium ion homeostasis [GO:0055075]; protein insertion into ER membrane by stop-transfer membrane-anchor sequence [GO:0045050]; protein phosphorylation [GO:0006468]; regulation of monoatomic cation transmembrane transport [GO:1904062]; regulation of mRNA export from nucleus [GO:0010793]; regulation of sodium ion transmembrane transport [GO:1902305]; regulation of sodium ion transport [GO:0002028]; signal transduction [GO:0007165]; sodium ion transmembrane transport [GO:0035725]; T cell receptor signaling pathway [GO:0050852]		0
E3 ubiquitin-protein ligase XIAP (EC 2.3.2.27) (Baculoviral IAP repeat-containing protein 4) (IAP-like protein) (ILP) (hILP) (Inhibitor of apoptosis protein 3) (IAP-3) (hIAP-3) (hIAP3) (RING-type E3 ubiquitin transferase XIAP) (X-linked inhibitor of apoptosis protein) (X-linked IAP)	XIAP API3 BIRC4 IAP3	copper ion homeostasis [GO:0055070]; defense response to bacterium [GO:0042742]; DNA damage response [GO:0006974]; negative regulation of apoptotic process [GO:0043066]; negative regulation of tumor necrosis factor-mediated signaling pathway [GO:0010804]; neuron apoptotic process [GO:0051402]; nucleotide-binding oligomerization domain containing 1 signaling pathway [GO:0070427]; nucleotide-binding oligomerization domain containing 2 signaling pathway [GO:0070431]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of JNK cascade [GO:0046330]; positive regulation of protein linear polyubiquitination [GO:1902530]; positive regulation of protein ubiquitination [GO:0031398]; positive regulation of type I interferon production [GO:0032481]; protein K63-linked ubiquitination [GO:0070534]; quinolinate biosynthetic process [GO:0019805]; regulation of apoptosis involved in tissue homeostasis [GO:0060785]; regulation of apoptotic process [GO:0042981]; regulation of BMP signaling pathway [GO:0030510]; regulation of cell cycle [GO:0051726]; regulation of inflammatory response [GO:0050727]; regulation of innate immune response [GO:0045088]; regulation of nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway [GO:0070424]; response to lipopolysaccharide [GO:0032496]; Wnt signaling pathway [GO:0016055]		0
Xaa-Pro aminopeptidase 3 (X-Pro aminopeptidase 3) (EC 3.4.11.9) (Aminopeptidase P3) (APP3)	XPNPEP3	glomerular filtration [GO:0003094]; protein processing [GO:0016485]; proteolysis [GO:0006508]		0
Y-box-binding protein 1 (YB-1) (CCAAT-binding transcription factor I subunit A) (CBF-A) (DNA-binding protein B) (DBPB) (Enhancer factor I subunit A) (EFI-A) (Nuclease-sensitive element-binding protein 1) (Y-box transcription factor)	YBX1 NSEP1 YB1	cellular response to interleukin-7 [GO:0098761]; CRD-mediated mRNA stabilization [GO:0070934]; embryonic morphogenesis [GO:0048598]; epidermis development [GO:0008544]; in utero embryonic development [GO:0001701]; miRNA transport [GO:1990428]; mRNA processing [GO:0006397]; mRNA stabilization [GO:0048255]; negative regulation of cellular senescence [GO:2000773]; negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900152]; negative regulation of striated muscle cell differentiation [GO:0051154]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of translation [GO:0017148]; positive regulation of cell division [GO:0051781]; positive regulation of cytoplasmic translation [GO:2000767]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein localization to cytoplasmic stress granule [GO:1903608]; regulation of DNA-templated transcription [GO:0006355]; regulation of gene expression [GO:0010468]; RNA splicing [GO:0008380]; RNA transport [GO:0050658]; tRNA transport [GO:0051031]		0
14-3-3 protein beta/alpha (Protein 1054) (Protein kinase C inhibitor protein 1) (KCIP-1) [Cleaved into: 14-3-3 protein beta/alpha, N-terminally processed]	YWHAB	intracellular protein localization [GO:0008104]; negative regulation of cell growth involved in contact inhibition [GO:0060243]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of G protein-coupled receptor signaling pathway [GO:0045744]; negative regulation of protein import into nucleus [GO:0042308]; positive regulation of hippo signaling [GO:0035332]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein targeting [GO:0006605]; signal transduction [GO:0007165]		0
14-3-3 protein epsilon (14-3-3E)	YWHAE	cellular response to heat [GO:0034605]; cerebral cortex development [GO:0021987]; cytoplasmic pattern recognition receptor signaling pathway [GO:0002753]; hippocampus development [GO:0021766]; intracellular potassium ion homeostasis [GO:0030007]; intracellular protein localization [GO:0008104]; intracellular signal transduction [GO:0035556]; MAPK cascade [GO:0000165]; membrane repolarization during cardiac muscle cell action potential [GO:0086013]; negative regulation of calcium ion export across plasma membrane [GO:1905913]; negative regulation of toll-like receptor signaling pathway [GO:0034122]; neuron migration [GO:0001764]; positive regulation of hippo signaling [GO:0035332]; positive regulation of protein export from nucleus [GO:0046827]; protein localization to endoplasmic reticulum [GO:0070972]; protein localization to nucleus [GO:0034504]; protein targeting [GO:0006605]; regulation of cytosolic calcium ion concentration [GO:0051480]; regulation of heart rate by cardiac conduction [GO:0086091]; regulation of heart rate by hormone [GO:0003064]; regulation of membrane repolarization [GO:0060306]; regulation of mitotic cell cycle [GO:0007346]; regulation of potassium ion transmembrane transport [GO:1901379]; signal transduction [GO:0007165]; substantia nigra development [GO:0021762]		0
14-3-3 protein eta (Protein AS1)	YWHAH YWHA1	glucocorticoid catabolic process [GO:0006713]; intracellular protein localization [GO:0008104]; intracellular protein transport [GO:0006886]; membrane depolarization during action potential [GO:0086010]; negative regulation of dendrite morphogenesis [GO:0050774]; nuclear receptor-mediated glucocorticoid signaling pathway [GO:0042921]; positive regulation of DNA-templated transcription [GO:0045893]; presynaptic modulation of chemical synaptic transmission [GO:0099171]; regulation of neuron differentiation [GO:0045664]; regulation of sodium ion transport [GO:0002028]; regulation of synaptic plasticity [GO:0048167]; signal transduction [GO:0007165]; substantia nigra development [GO:0021762]		0
Endoribonuclease ZC3H12A (EC 3.1.-.-) (Monocyte chemotactic protein-induced protein 1) (MCP-induced protein 1) (MCPIP-1) (Regnase-1) (Reg1) (Zinc finger CCCH domain-containing protein 12A)	ZC3H12A MCPIP MCPIP1	3'-UTR-mediated mRNA destabilization [GO:0061158]; angiogenesis [GO:0001525]; apoptotic process [GO:0006915]; cell differentiation [GO:0030154]; cellular response to chemokine [GO:1990869]; cellular response to glucose starvation [GO:0042149]; cellular response to interleukin-1 [GO:0071347]; cellular response to ionomycin [GO:1904637]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to oxidative stress [GO:0034599]; cellular response to sodium arsenite [GO:1903936]; cellular response to tumor necrosis factor [GO:0071356]; cellular response to virus [GO:0098586]; defense response to virus [GO:0051607]; DNA damage response [GO:0006974]; host-mediated suppression of viral genome replication [GO:0044828]; immune response-activating signaling pathway [GO:0002757]; inflammatory response [GO:0006954]; miRNA catabolic process [GO:0010587]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of cardiac muscle contraction [GO:0055118]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of interleukin-1 beta production [GO:0032691]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of macrophage activation [GO:0043031]; negative regulation of muscle cell apoptotic process [GO:0010656]; negative regulation of nitric oxide biosynthetic process [GO:0045019]; negative regulation of non-canonical NF-kappaB signal transduction [GO:1901223]; negative regulation of protein phosphorylation [GO:0001933]; negative regulation of T-helper 17 cell differentiation [GO:2000320]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of tumor necrosis factor production [GO:0032720]; negative regulation of type II interferon production [GO:0032689]; nervous system development [GO:0007399]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; positive regulation of angiogenesis [GO:0045766]; positive regulation of autophagy [GO:0010508]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of execution phase of apoptosis [GO:1900119]; positive regulation of fat cell differentiation [GO:0045600]; positive regulation of gene expression [GO:0010628]; positive regulation of lipid storage [GO:0010884]; positive regulation of miRNA catabolic process [GO:2000627]; positive regulation of mRNA catabolic process [GO:0061014]; positive regulation of p38MAPK cascade [GO:1900745]; positive regulation of protein deubiquitination [GO:1903003]; positive regulation of protein import into nucleus [GO:0042307]; positive regulation of reactive oxygen species metabolic process [GO:2000379]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein complex oligomerization [GO:0051259]; protein deubiquitination [GO:0016579]; regulation of gene expression [GO:0010468]; T cell receptor signaling pathway [GO:0050852]		0
AN1-type zinc finger protein 2B (Arsenite-inducible RNA-associated protein-like protein) (AIRAP-like protein)	ZFAND2B AIRAPL	proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein targeting to ER [GO:0045047]; regulation of insulin-like growth factor receptor signaling pathway [GO:0043567]; SRP-dependent cotranslational protein targeting to membrane, translocation [GO:0006616]		0
Zinc finger MYND domain-containing protein 11 (Adenovirus 5 E1A-binding protein) (Bone morphogenetic protein receptor-associated molecule 1) (Protein BS69)	ZMYND11 BRAM1 BS69	defense response to virus [GO:0051607]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; negative regulation of JNK cascade [GO:0046329]; regulation of signal transduction [GO:0009966]; regulation of transcription elongation by RNA polymerase II [GO:0034243]		0
Cytoplasmic 60S subunit biogenesis factor ZNF622 (Zinc finger protein 622) (Zinc finger-like protein 9)	ZNF622 ZPR9	intrinsic apoptotic signaling pathway in response to oxidative stress [GO:0008631]; positive regulation of apoptotic process [GO:0043065]; positive regulation of JNK cascade [GO:0046330]; positive regulation of kinase activity [GO:0033674]; positive regulation of MAPK cascade [GO:0043410]; ribosomal large subunit biogenesis [GO:0042273]		0
TRAF-interacting protein with FHA domain-containing protein A (Putative MAPK-activating protein PM14) (Putative NF-kappa-B-activating protein 20) (TRAF2-binding protein)	TIFA T2BP	cytoplasmic pattern recognition receptor signaling pathway [GO:0002753]; innate immune response [GO:0045087]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; protein homooligomerization [GO:0051260]; tumor necrosis factor-mediated signaling pathway [GO:0033209]		0
Nucleolysin TIAR (TIA-1-related protein)	TIAL1	apoptotic process [GO:0006915]; defense response [GO:0006952]; negative regulation of cell population proliferation [GO:0008285]; positive regulation of hippo signaling [GO:0035332]; positive regulation of miRNA-mediated gene silencing [GO:2000637]; regulation of transcription by RNA polymerase II [GO:0006357]		0
Receptor-interacting serine/threonine-protein kinase 1 (EC 2.7.11.1) (Cell death protein RIP) (Receptor-interacting protein 1) (RIP-1)	RIPK1 RIP RIP1	amyloid fibril formation [GO:1990000]; apoptotic process [GO:0006915]; canonical NF-kappaB signal transduction [GO:0007249]; cellular response to growth factor stimulus [GO:0071363]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to tumor necrosis factor [GO:0071356]; extrinsic apoptotic signaling pathway [GO:0097191]; inflammatory response [GO:0006954]; intracellular signal transduction [GO:0035556]; necroptotic process [GO:0070266]; necroptotic signaling pathway [GO:0097527]; negative regulation of apoptotic process [GO:0043066]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; negative regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001240]; negative regulation of necroptotic process [GO:0060546]; peptidyl-serine autophosphorylation [GO:0036289]; positive regulation of apoptotic process [GO:0043065]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of execution phase of apoptosis [GO:1900119]; positive regulation of extrinsic apoptotic signaling pathway [GO:2001238]; positive regulation of gene expression [GO:0010628]; positive regulation of inflammatory response [GO:0050729]; positive regulation of interleukin-6-mediated signaling pathway [GO:0070105]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of JNK cascade [GO:0046330]; positive regulation of macrophage differentiation [GO:0045651]; positive regulation of miRNA processing [GO:1903800]; positive regulation of necroptotic process [GO:0060545]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of non-canonical NF-kappaB signal transduction [GO:1901224]; positive regulation of programmed cell death [GO:0043068]; positive regulation of programmed necrotic cell death [GO:0062100]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of reactive oxygen species metabolic process [GO:2000379]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of tumor necrosis factor production [GO:0032760]; positive regulation of tumor necrosis factor-mediated signaling pathway [GO:1903265]; programmed necrotic cell death [GO:0097300]; protein autophosphorylation [GO:0046777]; protein catabolic process [GO:0030163]; response to oxidative stress [GO:0006979]; response to tumor necrosis factor [GO:0034612]; ripoptosome assembly [GO:0097343]; ripoptosome assembly involved in necroptotic process [GO:1901026]; T cell apoptotic process [GO:0070231]; tumor necrosis factor-mediated signaling pathway [GO:0033209]		0
F-box-like/WD repeat-containing protein TBL1XR1 (Nuclear receptor corepressor/HDAC3 complex subunit TBLR1) (TBL1-related protein 1) (Transducin beta-like 1X-related protein 1)	TBL1XR1 IRA1 TBLR1	blastocyst hatching [GO:0001835]; chromatin organization [GO:0006325]; fat pad development [GO:0060613]; lipid catabolic process [GO:0016042]; multicellular organism growth [GO:0035264]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; regulation of transcription by RNA polymerase II [GO:0006357]; regulation of triglyceride metabolic process [GO:0090207]; response to dietary excess [GO:0002021]; white fat cell differentiation [GO:0050872]		0
GTP-binding protein Rit1 (EC 3.6.5.2) (Ras-like protein expressed in many tissues) (Ras-like without CAAX protein 1)	RIT1 RIBB RIT ROC1	Ras protein signal transduction [GO:0007265]; signal transduction [GO:0007165]		0
2-5A-dependent ribonuclease (2-5A-dependent RNase) (EC 3.1.26.-) (Ribonuclease 4) (Ribonuclease L) (RNase L)	RNASEL RNS4	defense response to virus [GO:0051607]; fat cell differentiation [GO:0045444]; mRNA processing [GO:0006397]; negative regulation of viral genome replication [GO:0045071]; positive regulation of D-glucose import [GO:0046326]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein phosphorylation [GO:0006468]; regulation of mRNA stability [GO:0043488]; RNA processing [GO:0006396]; rRNA processing [GO:0006364]		0
E3 ubiquitin-protein ligase RNF13 (EC 2.3.2.27) (RING finger protein 13)	RNF13 RZF	organelle localization [GO:0051640]; positive regulation of JNK cascade [GO:0046330]; protein autoubiquitination [GO:0051865]; ubiquitin-dependent protein catabolic process [GO:0006511]		0
E3 ubiquitin-protein ligase RNF187 (EC 2.3.2.27) (RING domain AP1 coactivator 1) (RACO-1) (RING finger protein 187) (RING-type E3 ubiquitin transferase RNF187)	RNF187	positive regulation of cell population proliferation [GO:0008284]; positive regulation of DNA-templated transcription [GO:0045893]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein autoubiquitination [GO:0051865]; protein K48-linked ubiquitination [GO:0070936]		0
E3 ubiquitin-protein ligase RNF31 (EC 2.3.2.31) (HOIL-1-interacting protein) (HOIP) (RING finger protein 31) (RING-type E3 ubiquitin transferase RNF31) (Zinc in-between-RING-finger ubiquitin-associated domain protein)	RNF31 ZIBRA	canonical NF-kappaB signal transduction [GO:0007249]; CD40 signaling pathway [GO:0023035]; defense response to bacterium [GO:0042742]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of necroptotic process [GO:0060546]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of protein targeting to mitochondrion [GO:1903955]; positive regulation of xenophagy [GO:1904417]; protein linear polyubiquitination [GO:0097039]; protein polyubiquitination [GO:0000209]; T cell receptor signaling pathway [GO:0050852]		0
Ubiquitin-ribosomal protein eS31 fusion protein (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; Small ribosomal subunit protein eS31 (40S ribosomal protein S27a)]	RPS27A UBA80 UBCEP1	cytoplasmic translation [GO:0002181]; modification-dependent protein catabolic process [GO:0019941]; protein ubiquitination [GO:0016567]; translation [GO:0006412]		0
Small ribosomal subunit protein uS3 (40S ribosomal protein S3) (EC 4.2.99.18)	RPS3 OK/SW-cl.26	apoptotic process [GO:0006915]; base-excision repair [GO:0006284]; cell division [GO:0051301]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to reactive oxygen species [GO:0034614]; chromosome segregation [GO:0007059]; cytoplasmic translation [GO:0002181]; cytoplasmic translational initiation [GO:0002183]; DNA damage response [GO:0006974]; DNA repair [GO:0006281]; negative regulation of DNA repair [GO:0045738]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of translation [GO:0017148]; positive regulation of apoptotic signaling pathway [GO:2001235]; positive regulation of base-excision repair [GO:1905053]; positive regulation of DNA repair [GO:0045739]; positive regulation of DNA-templated transcription initiation [GO:2000144]; positive regulation of gene expression [GO:0010628]; positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage [GO:1902231]; positive regulation of microtubule polymerization [GO:0031116]; positive regulation of non-canonical NF-kappaB signal transduction [GO:1901224]; regulation of apoptotic process [GO:0042981]; response to TNF agonist [GO:0061481]; spindle assembly [GO:0051225]		0
Ribosomal protein S6 kinase alpha-4 (S6K-alpha-4) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 4) (Nuclear mitogen- and stress-activated protein kinase 2) (Ribosomal protein kinase B) (RSKB)	RPS6KA4 MSK2	inflammatory response [GO:0006954]; interleukin-1-mediated signaling pathway [GO:0070498]; intracellular signal transduction [GO:0035556]; negative regulation of cytokine production [GO:0001818]; positive regulation of CREB transcription factor activity [GO:0032793]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of transcription by RNA polymerase II [GO:0045944]; post-translational protein modification [GO:0043687]; protein phosphorylation [GO:0006468]; regulation of DNA-templated transcription [GO:0006355]; TORC1 signaling [GO:0038202]		0
Ribosomal protein S6 kinase alpha-5 (S6K-alpha-5) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 5) (Nuclear mitogen- and stress-activated protein kinase 1) (RSK-like protein kinase) (RSKL)	RPS6KA5 MSK1	axon guidance [GO:0007411]; inflammatory response [GO:0006954]; interleukin-1-mediated signaling pathway [GO:0070498]; intracellular signal transduction [GO:0035556]; negative regulation of cytokine production [GO:0001818]; negative regulation of DNA-templated transcription [GO:0045892]; positive regulation of CREB transcription factor activity [GO:0032793]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of transcription by RNA polymerase II [GO:0045944]; post-translational protein modification [GO:0043687]; protein phosphorylation [GO:0006468]; regulation of DNA-templated transcription [GO:0006355]; regulation of postsynapse organization [GO:0099175]; TORC1 signaling [GO:0038202]		0
Ribosomal protein S6 kinase alpha-6 (S6K-alpha-6) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 6) (p90-RSK 6) (p90RSK6) (Ribosomal S6 kinase 4) (RSK-4) (pp90RSK4)	RPS6KA6 RSK4	central nervous system development [GO:0007417]; DNA damage response, signal transduction by p53 class mediator [GO:0030330]; negative regulation of embryonic development [GO:0045992]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of mesoderm development [GO:2000381]; signal transduction [GO:0007165]; TORC1 signaling [GO:0038202]		0
Regulatory-associated protein of mTOR (Raptor) (p150 target of rapamycin (TOR)-scaffold protein)	RPTOR KIAA1303 RAPTOR	cellular response to amino acid stimulus [GO:0071230]; cellular response to glucose stimulus [GO:0071333]; cellular response to hypoxia [GO:0071456]; cellular response to L-leucine [GO:0071233]; cellular response to nutrient levels [GO:0031669]; cellular response to osmotic stress [GO:0071470]; cellular response to starvation [GO:0009267]; DNA damage response [GO:0006974]; negative regulation of autophagy [GO:0010507]; positive regulation of cell growth [GO:0030307]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; positive regulation of glycolytic process [GO:0045821]; positive regulation of lipid biosynthetic process [GO:0046889]; positive regulation of odontoblast differentiation [GO:1901331]; positive regulation of osteoclast differentiation [GO:0045672]; positive regulation of pentose-phosphate shunt [GO:1905857]; positive regulation of TOR signaling [GO:0032008]; positive regulation of transcription by RNA polymerase III [GO:0045945]; regulation of autophagy [GO:0010506]; regulation of cell growth [GO:0001558]; regulation of cell size [GO:0008361]; response to xenobiotic stimulus [GO:0009410]; social behavior [GO:0035176]; TOR signaling [GO:0031929]; TORC1 signaling [GO:0038202]		0
Retinoic acid receptor RXR-alpha (Nuclear receptor subfamily 2 group B member 1) (Retinoid X receptor alpha)	RXRA NR2B1	cell differentiation [GO:0030154]; cell maturation [GO:0048469]; cellular response to low-density lipoprotein particle stimulus [GO:0071404]; hormone-mediated signaling pathway [GO:0009755]; monocyte differentiation [GO:0030224]; mRNA transcription by RNA polymerase II [GO:0042789]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nervous system development [GO:0007399]; peroxisome proliferator activated receptor signaling pathway [GO:0035357]; positive regulation of bone mineralization [GO:0030501]; positive regulation of cholesterol efflux [GO:0010875]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of lipid metabolic process [GO:0045834]; positive regulation of lipoprotein transport [GO:0140077]; positive regulation of thyroid hormone receptor signaling pathway [GO:0002157]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of vitamin D receptor signaling pathway [GO:0070564]; response to retinoic acid [GO:0032526]; retinoic acid receptor signaling pathway [GO:0048384]		0
