Protein names	Gene Names	Gene Ontology (biological process)	Supporting_PMID	Paper_Count
Collagen alpha-1(I) chain (Alpha-1 type I collagen)	COL1A1	blood vessel development [GO:0001568]; bone trabecula formation [GO:0060346]; cartilage development involved in endochondral bone morphogenesis [GO:0060351]; cellular response to acetaldehyde [GO:1905641]; cellular response to amino acid stimulus [GO:0071230]; cellular response to epidermal growth factor stimulus [GO:0071364]; cellular response to fibroblast growth factor stimulus [GO:0044344]; cellular response to fluoride [GO:1902618]; cellular response to glucose stimulus [GO:0071333]; cellular response to mechanical stimulus [GO:0071260]; cellular response to retinoic acid [GO:0071300]; cellular response to transforming growth factor beta stimulus [GO:0071560]; cellular response to tumor necrosis factor [GO:0071356]; cellular response to vitamin E [GO:0071306]; collagen biosynthetic process [GO:0032964]; collagen fibril organization [GO:0030199]; collagen-activated tyrosine kinase receptor signaling pathway [GO:0038063]; embryonic skeletal system development [GO:0048706]; endochondral ossification [GO:0001958]; face morphogenesis [GO:0060325]; intramembranous ossification [GO:0001957]; negative regulation of cell-substrate adhesion [GO:0010812]; osteoblast differentiation [GO:0001649]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of cell migration [GO:0030335]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of epithelial to mesenchymal transition [GO:0010718]; protein localization to nucleus [GO:0034504]; protein transport [GO:0015031]; response to cAMP [GO:0051591]; response to estradiol [GO:0032355]; response to hydrogen peroxide [GO:0042542]; response to hyperoxia [GO:0055093]; response to insulin [GO:0032868]; response to steroid hormone [GO:0048545]; response to xenobiotic stimulus [GO:0009410]; sensory perception of sound [GO:0007605]; skeletal system development [GO:0001501]; skin morphogenesis [GO:0043589]; tooth mineralization [GO:0034505]; visual perception [GO:0007601]		0
Phosphatidylinositol-3,5-bisphosphate 3-phosphatase MTMR3 (EC 3.1.3.95) (FYVE domain-containing dual specificity protein phosphatase 1) (FYVE-DSP1) (Myotubularin-related protein 3) (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (Phosphatidylinositol-3-phosphate phosphatase) (Zinc finger FYVE domain-containing protein 10)	MTMR3 KIAA0371 ZFYVE10	cellular response to glucose starvation [GO:0042149]; macroautophagy [GO:0016236]; midbody abscission [GO:0061952]; phosphatidylinositol 5-phosphate metabolic process [GO:1904562]; phosphatidylinositol biosynthetic process [GO:0006661]; phosphatidylinositol dephosphorylation [GO:0046856]; protein dephosphorylation [GO:0006470]; regulation of autophagosome assembly [GO:2000785]; regulation of phosphatidylinositol dephosphorylation [GO:0060304]		0
Protein C-ets-1 (p54)	ETS1 EWSR2	cell differentiation [GO:0030154]; cell motility [GO:0048870]; immune response [GO:0006955]; negative regulation of cell cycle [GO:0045786]; negative regulation of cell population proliferation [GO:0008285]; PML body organization [GO:0030578]; positive regulation of angiogenesis [GO:0045766]; positive regulation of blood vessel endothelial cell migration [GO:0043536]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of erythrocyte differentiation [GO:0045648]; positive regulation of gene expression [GO:0010628]; positive regulation of inflammatory response [GO:0050729]; positive regulation of leukocyte adhesion to vascular endothelial cell [GO:1904996]; positive regulation of miRNA transcription [GO:1902895]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of angiogenesis [GO:0045765]; regulation of apoptotic process [GO:0042981]; regulation of transcription by RNA polymerase II [GO:0006357]; response to antibiotic [GO:0046677]; transcription by RNA polymerase II [GO:0006366]		0
General transcription and DNA repair factor IIH helicase subunit XPD (TFIIH subunit XPD) (EC 5.6.2.3) (Basic transcription factor 2 80 kDa subunit) (BTF2 p80) (CXPD) (DNA 5'-3' helicase XPD) (DNA excision repair protein ERCC-2) (DNA repair protein complementing XP-D cells) (TFIIH basal transcription factor complex 80 kDa subunit) (TFIIH 80 kDa subunit) (TFIIH p80) (Xeroderma pigmentosum group D-complementing protein)	ERCC2 XPD XPDC	apoptotic process [GO:0006915]; bone mineralization [GO:0030282]; central nervous system myelin formation [GO:0032289]; chromosome segregation [GO:0007059]; determination of adult lifespan [GO:0008340]; embryonic cleavage [GO:0040016]; embryonic organ development [GO:0048568]; erythrocyte maturation [GO:0043249]; extracellular matrix organization [GO:0030198]; hair cell differentiation [GO:0035315]; hair follicle maturation [GO:0048820]; hematopoietic stem cell differentiation [GO:0060218]; hematopoietic stem cell proliferation [GO:0071425]; in utero embryonic development [GO:0001701]; insulin-like growth factor receptor signaling pathway [GO:0048009]; intrinsic apoptotic signaling pathway by p53 class mediator [GO:0072332]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; multicellular organism growth [GO:0035264]; nucleotide-excision repair [GO:0006289]; positive regulation of mitotic recombination [GO:0045951]; post-embryonic development [GO:0009791]; regulation of mitotic cell cycle phase transition [GO:1901990]; regulation of transcription by RNA polymerase II [GO:0006357]; response to hypoxia [GO:0001666]; response to oxidative stress [GO:0006979]; spinal cord development [GO:0021510]; transcription by RNA polymerase II [GO:0006366]; transcription elongation by RNA polymerase I [GO:0006362]; transcription initiation at RNA polymerase II promoter [GO:0006367]; transcription-coupled nucleotide-excision repair [GO:0006283]; UV protection [GO:0009650]		0
Collectrin (Transmembrane protein 27)	CLTRN TMEM27 UNQ679/PRO1312	calcium-ion regulated exocytosis [GO:0017156]; insulin secretion involved in cellular response to glucose stimulus [GO:0035773]; positive regulation of amino acid transport [GO:0051957]; positive regulation of L-proline import across plasma membrane [GO:1905737]; SNARE complex assembly [GO:0035493]		0
Nibrin (Cell cycle regulatory protein p95) (Nijmegen breakage syndrome protein 1) (hNbs1)	NBN NBS NBS1 P95	blastocyst growth [GO:0001832]; DNA damage checkpoint signaling [GO:0000077]; DNA damage response, signal transduction by p53 class mediator [GO:0030330]; DNA double-strand break processing [GO:0000729]; DNA strand resection involved in replication fork processing [GO:0110025]; double-strand break repair [GO:0006302]; double-strand break repair via alternative nonhomologous end joining [GO:0097681]; double-strand break repair via homologous recombination [GO:0000724]; homologous recombination [GO:0035825]; intrinsic apoptotic signaling pathway [GO:0097193]; isotype switching [GO:0045190]; meiotic cell cycle [GO:0051321]; mitotic G2 DNA damage checkpoint signaling [GO:0007095]; mitotic G2/M transition checkpoint [GO:0044818]; negative regulation of telomere capping [GO:1904354]; neuroblast proliferation [GO:0007405]; neuromuscular process controlling balance [GO:0050885]; positive regulation of double-strand break repair [GO:2000781]; positive regulation of double-strand break repair via homologous recombination [GO:1905168]; positive regulation of telomere maintenance [GO:0032206]; protection from non-homologous end joining at telomere [GO:0031848]; protein K63-linked ubiquitination [GO:0070534]; protein localization to site of double-strand break [GO:1990166]; R-loop processing [GO:0062176]; regulation of cell cycle [GO:0051726]; regulation of DNA-templated DNA replication initiation [GO:0030174]; t-circle formation [GO:0090656]; telomere maintenance [GO:0000723]; telomere maintenance in response to DNA damage [GO:0043247]; telomere maintenance via telomere trimming [GO:0090737]; telomeric 3' overhang formation [GO:0031860]		0
DNA-dependent protein kinase catalytic subunit (DNA-PK catalytic subunit) (DNA-PKcs) (EC 2.7.11.1) (DNPK1) (Ser-473 kinase) (S473K) (p460)	PRKDC HYRC HYRC1	activation of innate immune response [GO:0002218]; B cell lineage commitment [GO:0002326]; brain development [GO:0007420]; cellular response to insulin stimulus [GO:0032869]; DNA damage response [GO:0006974]; double-strand break repair [GO:0006302]; double-strand break repair via alternative nonhomologous end joining [GO:0097681]; double-strand break repair via nonhomologous end joining [GO:0006303]; ectopic germ cell programmed cell death [GO:0035234]; heart development [GO:0007507]; immature B cell differentiation [GO:0002327]; immunoglobulin V(D)J recombination [GO:0033152]; innate immune response [GO:0045087]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; maturation of 5.8S rRNA [GO:0000460]; mitotic G1 DNA damage checkpoint signaling [GO:0031571]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cGAS/STING signaling pathway [GO:0160049]; negative regulation of protein phosphorylation [GO:0001933]; peptidyl-serine phosphorylation [GO:0018105]; peptidyl-threonine phosphorylation [GO:0018107]; positive regulation of apoptotic process [GO:0043065]; positive regulation of double-strand break repair via nonhomologous end joining [GO:2001034]; positive regulation of erythrocyte differentiation [GO:0045648]; positive regulation of lymphocyte differentiation [GO:0045621]; positive regulation of platelet formation [GO:1905221]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of translation [GO:0045727]; pro-B cell differentiation [GO:0002328]; protein destabilization [GO:0031648]; protein modification process [GO:0036211]; protein phosphorylation [GO:0006468]; regulation of circadian rhythm [GO:0042752]; regulation of epithelial cell proliferation [GO:0050678]; regulation of hematopoietic stem cell differentiation [GO:1902036]; regulation of smooth muscle cell proliferation [GO:0048660]; response to gamma radiation [GO:0010332]; rhythmic process [GO:0048511]; small-subunit processome assembly [GO:0034462]; somitogenesis [GO:0001756]; T cell differentiation in thymus [GO:0033077]; T cell lineage commitment [GO:0002360]; T cell receptor V(D)J recombination [GO:0033153]; telomere capping [GO:0016233]; telomere maintenance [GO:0000723]		0
Nck-associated protein 1-like (Hematopoietic protein 1) (Membrane-associated protein HEM-1)	NCKAP1L HEM1	actin polymerization-dependent cell motility [GO:0070358]; B cell homeostasis [GO:0001782]; B cell receptor signaling pathway [GO:0050853]; cell migration [GO:0016477]; cell morphogenesis [GO:0000902]; cell projection assembly [GO:0030031]; chemotaxis [GO:0006935]; cortical actin cytoskeleton organization [GO:0030866]; erythrocyte development [GO:0048821]; erythrocyte homeostasis [GO:0034101]; intracellular signal transduction [GO:0035556]; maintenance of cell polarity [GO:0030011]; myeloid cell homeostasis [GO:0002262]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cytotoxic T cell degranulation [GO:0043318]; negative regulation of interleukin-17 production [GO:0032700]; negative regulation of interleukin-6 production [GO:0032715]; neuron projection morphogenesis [GO:0048812]; positive regulation of actin filament polymerization [GO:0030838]; positive regulation of B cell differentiation [GO:0045579]; positive regulation of B cell proliferation [GO:0030890]; positive regulation of CD4-positive, alpha-beta T cell differentiation [GO:0043372]; positive regulation of CD8-positive, alpha-beta T cell differentiation [GO:0043378]; positive regulation of cell adhesion mediated by integrin [GO:0033630]; positive regulation of erythrocyte differentiation [GO:0045648]; positive regulation of gamma-delta T cell differentiation [GO:0045588]; positive regulation of leukocyte migration [GO:0002687]; positive regulation of lymphocyte differentiation [GO:0045621]; positive regulation of neutrophil chemotaxis [GO:0090023]; positive regulation of neutrophil migration [GO:1902624]; positive regulation of phagocytosis, engulfment [GO:0060100]; positive regulation of T cell proliferation [GO:0042102]; positive regulation of TORC2 signaling [GO:1904515]; protein-containing complex assembly [GO:0065003]; response to xenobiotic stimulus [GO:0009410]; T cell homeostasis [GO:0043029]		0
26S proteasome non-ATPase regulatory subunit 1 (26S proteasome regulatory subunit RPN2) (26S proteasome regulatory subunit S1) (26S proteasome subunit p112)	PSMD1	proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; regulation of protein catabolic process [GO:0042176]		0
26S proteasome non-ATPase regulatory subunit 11 (26S proteasome regulatory subunit RPN6) (26S proteasome regulatory subunit S9) (26S proteasome regulatory subunit p44.5)	PSMD11	proteasome assembly [GO:0043248]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; stem cell differentiation [GO:0048863]; ubiquitin-dependent protein catabolic process [GO:0006511]		0
Carnitine O-palmitoyltransferase 1, liver isoform (CPT1-L) (EC 2.3.1.21) (Carnitine O-palmitoyltransferase I, liver isoform) (CPT I) (CPTI-L) (Carnitine palmitoyltransferase 1A) (Succinyltransferase CPT1A) (EC 2.3.1.-)	CPT1A CPT1	aflatoxin metabolic process [GO:0046222]; carnitine metabolic process [GO:0009437]; carnitine shuttle [GO:0006853]; cellular response to fatty acid [GO:0071398]; eating behavior [GO:0042755]; epithelial cell differentiation [GO:0030855]; fatty acid beta-oxidation [GO:0006635]; fatty acid metabolic process [GO:0006631]; glucose metabolic process [GO:0006006]; liver regeneration [GO:0097421]; long-chain fatty acid metabolic process [GO:0001676]; positive regulation of fatty acid beta-oxidation [GO:0032000]; positive regulation of innate immune response [GO:0045089]; regulation of insulin secretion [GO:0050796]; response to alkaloid [GO:0043279]; response to ethanol [GO:0045471]; response to hypoxia [GO:0001666]; response to nutrient [GO:0007584]; response to tetrachloromethane [GO:1904772]; response to xenobiotic stimulus [GO:0009410]; triglyceride metabolic process [GO:0006641]		0
Sodium-coupled neutral amino acid transporter 4 (Amino acid transporter A3) (Na(+)-coupled neutral amino acid transporter 4) (Solute carrier family 38 member 4) (System A amino acid transporter 3) (System N amino acid transporter 3)	SLC38A4 ATA3 NAT3 SNAT4	amino acid transmembrane transport [GO:0003333]; amino acid transport [GO:0006865]; L-alanine import across plasma membrane [GO:1904273]; neutral amino acid transport [GO:0015804]		0
Cytoplasmic polyadenylation element-binding protein 1 (CPE-BP1) (CPE-binding protein 1) (h-CPEB) (hCPEB-1)	CPEB1 CPEB	cellular response to amino acid stimulus [GO:0071230]; cellular response to hypoxia [GO:0071456]; cellular response to insulin stimulus [GO:0032869]; mRNA processing [GO:0006397]; negative regulation of cytoplasmic translation [GO:2000766]; regulation of mRNA 3'-end processing [GO:0031440]		0
Protein Largen (Mesenchymal stem cell protein DSC54) (Proline-rich protein 16)	PRR16	positive regulation of cell size [GO:0045793]; positive regulation of translation [GO:0045727]		0
Baculoviral IAP repeat-containing protein 2 (EC 2.3.2.27) (Cellular inhibitor of apoptosis 1) (C-IAP1) (IAP homolog B) (Inhibitor of apoptosis protein 2) (hIAP-2) (hIAP2) (RING finger protein 48) (RING-type E3 ubiquitin transferase BIRC2) (TNFR2-TRAF-signaling complex protein 2)	BIRC2 API1 MIHB RNF48	apoptotic process [GO:0006915]; canonical NF-kappaB signal transduction [GO:0007249]; cell surface receptor signaling pathway [GO:0007166]; necroptotic process [GO:0070266]; negative regulation of apoptotic process [GO:0043066]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of necroptotic process [GO:0060546]; negative regulation of ripoptosome assembly involved in necroptotic process [GO:1902443]; non-canonical NF-kappaB signal transduction [GO:0038061]; placenta development [GO:0001890]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of protein K48-linked ubiquitination [GO:1902524]; positive regulation of protein K63-linked ubiquitination [GO:1902523]; positive regulation of protein monoubiquitination [GO:1902527]; positive regulation of protein ubiquitination [GO:0031398]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein polyubiquitination [GO:0000209]; regulation of apoptotic process [GO:0042981]; regulation of cell cycle [GO:0051726]; regulation of cell differentiation [GO:0045595]; regulation of cell population proliferation [GO:0042127]; regulation of inflammatory response [GO:0050727]; regulation of innate immune response [GO:0045088]; regulation of necroptotic process [GO:0060544]; regulation of non-canonical NF-kappaB signal transduction [GO:1901222]; regulation of nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway [GO:0070424]; regulation of reactive oxygen species metabolic process [GO:2000377]; regulation of RIG-I signaling pathway [GO:0039535]; regulation of toll-like receptor signaling pathway [GO:0034121]; response to bleomycin [GO:1904975]; response to cAMP [GO:0051591]; response to ethanol [GO:0045471]; response to hypoxia [GO:0001666]; tumor necrosis factor-mediated signaling pathway [GO:0033209]		0
Trafficking kinesin-binding protein 1 (106 kDa O-GlcNAc transferase-interacting protein) (Protein Milton)	TRAK1 KIAA1042 OIP106	axonal transport of mitochondrion [GO:0019896]; dendrite morphogenesis [GO:0048813]; endosome to lysosome transport [GO:0008333]; mitochondrion distribution [GO:0048311]; neurogenesis [GO:0022008]; positive regulation of axonogenesis [GO:0050772]; protein O-linked glycosylation [GO:0006493]; protein targeting [GO:0006605]; regulation of transcription by RNA polymerase II [GO:0006357]; vesicle transport along microtubule [GO:0047496]		0
STE20-related kinase adapter protein beta (STRAD beta) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 2 protein) (CALS-21) (ILP-interacting protein) (Pseudokinase ALS2CR2)	STRADB ALS2CR2 ILPIP PRO1038	activation of protein kinase activity [GO:0032147]; cell morphogenesis [GO:0000902]; JNK cascade [GO:0007254]; negative regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001240]; protein export from nucleus [GO:0006611]		0
Bcl-2-binding component 3, isoforms 1/2 (JFY-1) (p53 up-regulated modulator of apoptosis)	BBC3 PUMA	apoptotic signaling pathway [GO:0097190]; cellular response to hypoxia [GO:0071456]; cellular response to ionizing radiation [GO:0071479]; determination of adult lifespan [GO:0008340]; DNA damage response [GO:0006974]; execution phase of apoptosis [GO:0097194]; fibroblast apoptotic process [GO:0044346]; intrinsic apoptotic signaling pathway [GO:0097193]; intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902237]; positive regulation of establishment of protein localization to mitochondrion [GO:1903749]; positive regulation of fibroblast apoptotic process [GO:2000271]; positive regulation of intrinsic apoptotic signaling pathway [GO:2001244]; positive regulation of IRE1-mediated unfolded protein response [GO:1903896]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of protein-containing complex assembly [GO:0031334]; positive regulation of release of cytochrome c from mitochondria [GO:0090200]; positive regulation of thymocyte apoptotic process [GO:0070245]; release of cytochrome c from mitochondria [GO:0001836]; response to endoplasmic reticulum stress [GO:0034976]; T cell apoptotic process [GO:0070231]		0
Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 (SERCA2) (SR Ca(2+)-ATPase 2) (EC 7.2.2.10) (Calcium pump 2) (Calcium-transporting ATPase sarcoplasmic reticulum type, slow twitch skeletal muscle isoform) (Endoplasmic reticulum class 1/2 Ca(2+) ATPase)	ATP2A2 ATP2B	autophagosome assembly [GO:0000045]; autophagosome membrane docking [GO:0016240]; calcium ion import into sarcoplasmic reticulum [GO:1990036]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport from cytosol to endoplasmic reticulum [GO:1903515]; cardiac muscle hypertrophy in response to stress [GO:0014898]; cell adhesion [GO:0007155]; cellular response to oxidative stress [GO:0034599]; endoplasmic reticulum calcium ion homeostasis [GO:0032469]; epidermis development [GO:0008544]; ER-nucleus signaling pathway [GO:0006984]; intracellular calcium ion homeostasis [GO:0006874]; mitochondrion-endoplasmic reticulum membrane tethering [GO:1990456]; monoatomic ion transmembrane transport [GO:0034220]; negative regulation of heart contraction [GO:0045822]; neuron cellular homeostasis [GO:0070050]; organelle localization by membrane tethering [GO:0140056]; positive regulation of cardiac muscle cell apoptotic process [GO:0010666]; positive regulation of endoplasmic reticulum calcium ion concentration [GO:0032470]; positive regulation of heart rate [GO:0010460]; regulation of calcium ion-dependent exocytosis of neurotransmitter [GO:1903233]; regulation of cardiac conduction [GO:1903779]; regulation of cardiac muscle cell action potential involved in regulation of contraction [GO:0098909]; regulation of cardiac muscle cell membrane potential [GO:0086036]; regulation of cardiac muscle contraction by calcium ion signaling [GO:0010882]; regulation of the force of heart contraction [GO:0002026]; relaxation of cardiac muscle [GO:0055119]; response to endoplasmic reticulum stress [GO:0034976]; sarcoplasmic reticulum calcium ion transport [GO:0070296]; T-tubule organization [GO:0033292]; transition between fast and slow fiber [GO:0014883]		0
Regulatory-associated protein of mTOR (Raptor) (p150 target of rapamycin (TOR)-scaffold protein)	RPTOR KIAA1303 RAPTOR	cellular response to amino acid stimulus [GO:0071230]; cellular response to glucose stimulus [GO:0071333]; cellular response to hypoxia [GO:0071456]; cellular response to L-leucine [GO:0071233]; cellular response to nutrient levels [GO:0031669]; cellular response to osmotic stress [GO:0071470]; cellular response to starvation [GO:0009267]; DNA damage response [GO:0006974]; negative regulation of autophagy [GO:0010507]; positive regulation of cell growth [GO:0030307]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; positive regulation of glycolytic process [GO:0045821]; positive regulation of lipid biosynthetic process [GO:0046889]; positive regulation of odontoblast differentiation [GO:1901331]; positive regulation of osteoclast differentiation [GO:0045672]; positive regulation of pentose-phosphate shunt [GO:1905857]; positive regulation of TOR signaling [GO:0032008]; positive regulation of transcription by RNA polymerase III [GO:0045945]; regulation of autophagy [GO:0010506]; regulation of cell growth [GO:0001558]; regulation of cell size [GO:0008361]; response to xenobiotic stimulus [GO:0009410]; social behavior [GO:0035176]; TOR signaling [GO:0031929]; TORC1 signaling [GO:0038202]		0
Ryanodine receptor 1 (RYR-1) (RyR1) (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-type ryanodine receptor) (Type 1 ryanodine receptor)	RYR1 RYDR	calcium ion transport [GO:0006816]; cellular response to caffeine [GO:0071313]; cellular response to calcium ion [GO:0071277]; muscle contraction [GO:0006936]; ossification involved in bone maturation [GO:0043931]; outflow tract morphogenesis [GO:0003151]; protein homotetramerization [GO:0051289]; regulation of cytosolic calcium ion concentration [GO:0051480]; release of sequestered calcium ion into cytosol [GO:0051209]; release of sequestered calcium ion into cytosol by sarcoplasmic reticulum [GO:0014808]; response to caffeine [GO:0031000]; response to hypoxia [GO:0001666]; skeletal muscle fiber development [GO:0048741]; skin development [GO:0043588]; striated muscle contraction [GO:0006941]		0
Cyclic AMP-dependent transcription factor ATF-2 (cAMP-dependent transcription factor ATF-2) (Activating transcription factor 2) (Cyclic AMP-responsive element-binding protein 2) (CREB-2) (cAMP-responsive element-binding protein 2) (HB16) (cAMP response element-binding protein CRE-BP1)	ATF2 CREB2 CREBP1	abducens nucleus development [GO:0021742]; adipose tissue development [GO:0060612]; apoptotic process involved in development [GO:1902742]; BMP signaling pathway [GO:0030509]; brainstem development [GO:0003360]; brown fat cell proliferation [GO:0070342]; cellular response to anisomycin [GO:0072740]; cellular response to leucine starvation [GO:1990253]; cellular response to oxidative stress [GO:0034599]; cellular response to virus [GO:0098586]; detection of cell density [GO:0060245]; DNA damage response [GO:0006974]; energy homeostasis [GO:0097009]; facial nucleus development [GO:0021754]; growth plate cartilage chondrocyte differentiation [GO:0003418]; growth plate cartilage chondrocyte proliferation [GO:0003419]; hematopoietic progenitor cell differentiation [GO:0002244]; hepatocyte apoptotic process [GO:0097284]; hypoglossal nucleus development [GO:0021743]; in utero embryonic development [GO:0001701]; intrinsic apoptotic signaling pathway in response to hypoxia [GO:1990144]; JNK cascade [GO:0007254]; lipid metabolic process [GO:0006629]; liver development [GO:0001889]; mitotic intra-S DNA damage checkpoint signaling [GO:0031573]; motor neuron apoptotic process [GO:0097049]; mRNA transcription by RNA polymerase II [GO:0042789]; negative regulation of angiogenesis [GO:0016525]; negative regulation of transcription by RNA polymerase II [GO:0000122]; neurofilament cytoskeleton organization [GO:0060052]; NK T cell differentiation [GO:0001865]; outflow tract morphogenesis [GO:0003151]; p38MAPK cascade [GO:0038066]; peptidyl-threonine phosphorylation [GO:0018107]; positive regulation of cardiac muscle myoblast proliferation [GO:0110024]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; positive regulation of gene expression [GO:0010628]; positive regulation of mitochondrial membrane permeability involved in apoptotic process [GO:1902110]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transforming growth factor beta2 production [GO:0032915]; protein import into nucleus [GO:0006606]; regulation of DNA-templated transcription [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]; response to osmotic stress [GO:0006970]; temperature homeostasis [GO:0001659]; transcription initiation-coupled chromatin remodeling [GO:0045815]; vacuole organization [GO:0007033]; white fat cell differentiation [GO:0050872]		0
Ryanodine receptor 2 (RYR-2) (RyR2) (hRYR-2) (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Type 2 ryanodine receptor)	RYR2	calcium ion transport [GO:0006816]; calcium ion transport into cytosol [GO:0060402]; calcium-mediated signaling [GO:0019722]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy [GO:0003300]; cell communication by electrical coupling involved in cardiac conduction [GO:0086064]; cellular response to caffeine [GO:0071313]; cellular response to epinephrine stimulus [GO:0071872]; detection of calcium ion [GO:0005513]; embryonic heart tube morphogenesis [GO:0003143]; establishment of localization in cell [GO:0051649]; establishment of protein localization to endoplasmic reticulum [GO:0072599]; intracellular calcium ion homeostasis [GO:0006874]; left ventricular cardiac muscle tissue morphogenesis [GO:0003220]; positive regulation of heart rate [GO:0010460]; positive regulation of sequestering of calcium ion [GO:0051284]; positive regulation of the force of heart contraction [GO:0098735]; Purkinje myocyte to ventricular cardiac muscle cell signaling [GO:0086029]; regulation of atrial cardiac muscle cell action potential [GO:0098910]; regulation of AV node cell action potential [GO:0098904]; regulation of cardiac muscle contraction [GO:0055117]; regulation of cardiac muscle contraction by calcium ion signaling [GO:0010882]; regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion [GO:0010881]; regulation of cytosolic calcium ion concentration [GO:0051480]; regulation of heart rate [GO:0002027]; regulation of SA node cell action potential [GO:0098907]; regulation of ventricular cardiac muscle cell action potential [GO:0098911]; release of sequestered calcium ion into cytosol [GO:0051209]; release of sequestered calcium ion into cytosol by sarcoplasmic reticulum [GO:0014808]; response to caffeine [GO:0031000]; response to hypoxia [GO:0001666]; response to muscle activity [GO:0014850]; response to muscle stretch [GO:0035994]; response to redox state [GO:0051775]; sarcoplasmic reticulum calcium ion transport [GO:0070296]; striated muscle contraction [GO:0006941]; type B pancreatic cell apoptotic process [GO:0097050]; ventricular cardiac muscle cell action potential [GO:0086005]		0
Transforming growth factor beta-3 proprotein [Cleaved into: Latency-associated peptide (LAP); Transforming growth factor beta-3 (TGF-beta-3)]	TGFB3	cell-cell junction organization [GO:0045216]; detection of hypoxia [GO:0070483]; face morphogenesis [GO:0060325]; heart development [GO:0007507]; in utero embryonic development [GO:0001701]; lung alveolus development [GO:0048286]; mammary gland development [GO:0030879]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of macrophage cytokine production [GO:0010936]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of vascular associated smooth muscle cell proliferation [GO:1904706]; odontogenesis [GO:0042476]; positive regulation of apoptotic process [GO:0043065]; positive regulation of cell division [GO:0051781]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of collagen biosynthetic process [GO:0032967]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of epithelial to mesenchymal transition [GO:0010718]; positive regulation of filopodium assembly [GO:0051491]; positive regulation of protein secretion [GO:0050714]; positive regulation of SMAD protein signal transduction [GO:0060391]; positive regulation of stress fiber assembly [GO:0051496]; positive regulation of tight junction disassembly [GO:1905075]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of cell population proliferation [GO:0042127]; response to hypoxia [GO:0001666]; response to progesterone [GO:0032570]; salivary gland morphogenesis [GO:0007435]; secondary palate development [GO:0062009]; transforming growth factor beta receptor signaling pathway [GO:0007179]; uterine wall breakdown [GO:0042704]		0
Mitochondrial import receptor subunit TOM34 (hTom34) (Translocase of outer membrane 34 kDa subunit)	TOMM34 URCC3	protein targeting to mitochondrion [GO:0006626]		0
